row,Cancer,Year,Sex,Age,Risk,Risk_1_X),Type
2011,Non-melanoma skin cancer (rare types),2024,Males,before age 85,0.6517,153,Diagnosis
2012,Non-melanoma skin cancer (rare types),2024,Males,before age 90,0.8713,115,Diagnosis
2014,Non-melanoma skin cancer (rare types),2024,Females,before age  5,0.0007,n.p.,Diagnosis
2015,Non-melanoma skin cancer (rare types),2024,Females,before age 10,0.0007,n.p.,Diagnosis
2016,Non-melanoma skin cancer (rare types),2024,Females,before age 15,0.0007,n.p.,Diagnosis
2017,Non-melanoma skin cancer (rare types),2024,Females,before age 20,0.0013,n.p.,Diagnosis
2018,Non-melanoma skin cancer (rare types),2024,Females,before age 25,0.0019,n.p.,Diagnosis
2019,Non-melanoma skin cancer (rare types),2024,Females,before age 30,0.0029,n.p.,Diagnosis
2020,Non-melanoma skin cancer (rare types),2024,Females,before age 35,0.0044,n.p.,Diagnosis
2021,Non-melanoma skin cancer (rare types),2024,Females,before age 40,0.0059,n.p.,Diagnosis
2022,Non-melanoma skin cancer (rare types),2024,Females,before age 45,0.009,n.p.,Diagnosis
2023,Non-melanoma skin cancer (rare types),2024,Females,before age 50,0.012,"8,333",Diagnosis
2024,Non-melanoma skin cancer (rare types),2024,Females,before age 55,0.0216,"4,624",Diagnosis
2025,Non-melanoma skin cancer (rare types),2024,Females,before age 60,0.029,"3,451",Diagnosis
2026,Non-melanoma skin cancer (rare types),2024,Females,before age 65,0.0481,"2,080",Diagnosis
2027,Non-melanoma skin cancer (rare types),2024,Females,before age 70,0.0831,"1,203",Diagnosis
2028,Non-melanoma skin cancer (rare types),2024,Females,before age 75,0.1189,841,Diagnosis
2029,Non-melanoma skin cancer (rare types),2024,Females,before age 80,0.1928,519,Diagnosis
2030,Non-melanoma skin cancer (rare types),2024,Females,before age 85,0.292,342,Diagnosis
2031,Non-melanoma skin cancer (rare types),2024,Females,before age 90,0.3928,255,Diagnosis
2033,Non-melanoma skin cancer (rare types),2024,Persons,before age  5,0.0003,n.p.,Diagnosis
2034,Non-melanoma skin cancer (rare types),2024,Persons,before age 10,0.0003,n.p.,Diagnosis
2035,Non-melanoma skin cancer (rare types),2024,Persons,before age 15,0.0003,n.p.,Diagnosis
2036,Non-melanoma skin cancer (rare types),2024,Persons,before age 20,0.0006,n.p.,Diagnosis
2037,Non-melanoma skin cancer (rare types),2024,Persons,before age 25,0.0009,n.p.,Diagnosis
2038,Non-melanoma skin cancer (rare types),2024,Persons,before age 30,0.0022,n.p.,Diagnosis
2039,Non-melanoma skin cancer (rare types),2024,Persons,before age 35,0.0037,n.p.,Diagnosis
2040,Non-melanoma skin cancer (rare types),2024,Persons,before age 40,0.0052,"19,371",Diagnosis
2041,Non-melanoma skin cancer (rare types),2024,Persons,before age 45,0.0091,"10,932",Diagnosis
2042,Non-melanoma skin cancer (rare types),2024,Persons,before age 50,0.0142,"7,033",Diagnosis
2043,Non-melanoma skin cancer (rare types),2024,Persons,before age 55,0.0253,"3,951",Diagnosis
2044,Non-melanoma skin cancer (rare types),2024,Persons,before age 60,0.0398,"2,514",Diagnosis
2045,Non-melanoma skin cancer (rare types),2024,Persons,before age 65,0.0656,"1,525",Diagnosis
2046,Non-melanoma skin cancer (rare types),2024,Persons,before age 70,0.1173,853,Diagnosis
2047,Non-melanoma skin cancer (rare types),2024,Persons,before age 75,0.1936,516,Diagnosis
2048,Non-melanoma skin cancer (rare types),2024,Persons,before age 80,0.3175,315,Diagnosis
2049,Non-melanoma skin cancer (rare types),2024,Persons,before age 85,0.474,211,Diagnosis
2050,Non-melanoma skin cancer (rare types),2024,Persons,before age 90,0.6338,158,Diagnosis
2070,Melanoma of the skin,2007,Males,before age  5,0.0,. .,Death
2071,Melanoma of the skin,2007,Males,before age 10,0.0,. .,Death
2072,Melanoma of the skin,2007,Males,before age 15,0.0,. .,Death
2073,Melanoma of the skin,2007,Males,before age 20,0.0,. .,Death
2074,Melanoma of the skin,2007,Males,before age 25,0.002,n.p.,Death
2075,Melanoma of the skin,2007,Males,before age 30,0.0067,n.p.,Death
2076,Melanoma of the skin,2007,Males,before age 35,0.0101,n.p.,Death
2077,Melanoma of the skin,2007,Males,before age 40,0.0227,"4,403",Death
2078,Melanoma of the skin,2007,Males,before age 45,0.0389,"2,571",Death
2079,Melanoma of the skin,2007,Males,before age 50,0.0696,"1,436",Death
2080,Melanoma of the skin,2007,Males,before age 55,0.1035,966,Death
2081,Melanoma of the skin,2007,Males,before age 60,0.1661,602,Death
2082,Melanoma of the skin,2007,Males,before age 65,0.246,407,Death
2083,Melanoma of the skin,2007,Males,before age 70,0.3305,303,Death
2084,Melanoma of the skin,2007,Males,before age 75,0.4555,220,Death
2085,Melanoma of the skin,2007,Males,before age 80,0.6373,157,Death
2086,Melanoma of the skin,2007,Males,before age 85,0.8071,124,Death
2087,Melanoma of the skin,2007,Males,before age 90,0.9505,105,Death
2089,Melanoma of the skin,2007,Females,before age  5,0.0,. .,Death
2090,Melanoma of the skin,2007,Females,before age 10,0.0,. .,Death
2091,Melanoma of the skin,2007,Females,before age 15,0.0,. .,Death
2092,Melanoma of the skin,2007,Females,before age 20,0.0007,n.p.,Death
2093,Melanoma of the skin,2007,Females,before age 25,0.0028,n.p.,Death
2094,Melanoma of the skin,2007,Females,before age 30,0.0105,n.p.,Death
2095,Melanoma of the skin,2007,Females,before age 35,0.0159,"6,300",Death
2096,Melanoma of the skin,2007,Females,before age 40,0.0222,"4,512",Death
2097,Melanoma of the skin,2007,Females,before age 45,0.0325,"3,073",Death
2098,Melanoma of the skin,2007,Females,before age 50,0.0492,"2,033",Death
2099,Melanoma of the skin,2007,Females,before age 55,0.0674,"1,484",Death
2100,Melanoma of the skin,2007,Females,before age 60,0.0856,"1,168",Death
2101,Melanoma of the skin,2007,Females,before age 65,0.1193,838,Death
2102,Melanoma of the skin,2007,Females,before age 70,0.1584,631,Death
2103,Melanoma of the skin,2007,Females,before age 75,0.2098,477,Death
2104,Melanoma of the skin,2007,Females,before age 80,0.2814,355,Death
2105,Melanoma of the skin,2007,Females,before age 85,0.3468,288,Death
2106,Melanoma of the skin,2007,Females,before age 90,0.412,243,Death
2108,Melanoma of the skin,2007,Persons,before age  5,0.0,. .,Death
2109,Melanoma of the skin,2007,Persons,before age 10,0.0,. .,Death
2110,Melanoma of the skin,2007,Persons,before age 15,0.0,. .,Death
2111,Melanoma of the skin,2007,Persons,before age 20,0.0003,n.p.,Death
2112,Melanoma of the skin,2007,Persons,before age 25,0.0024,n.p.,Death
2113,Melanoma of the skin,2007,Persons,before age 30,0.0086,"11,678",Death
2114,Melanoma of the skin,2007,Persons,before age 35,0.013,"7,720",Death
2115,Melanoma of the skin,2007,Persons,before age 40,0.0224,"4,464",Death
2116,Melanoma of the skin,2007,Persons,before age 45,0.0357,"2,802",Death
2117,Melanoma of the skin,2007,Persons,before age 50,0.0594,"1,684",Death
2118,Melanoma of the skin,2007,Persons,before age 55,0.0855,"1,170",Death
2119,Melanoma of the skin,2007,Persons,before age 60,0.1262,792,Death
2120,Melanoma of the skin,2007,Persons,before age 65,0.1836,545,Death
2121,Melanoma of the skin,2007,Persons,before age 70,0.2461,406,Death
2122,Melanoma of the skin,2007,Persons,before age 75,0.335,299,Death
2123,Melanoma of the skin,2007,Persons,before age 80,0.4619,217,Death
2124,Melanoma of the skin,2007,Persons,before age 85,0.5771,173,Death
2125,Melanoma of the skin,2007,Persons,before age 90,0.6768,148,Death
2127,Melanoma of the skin,2008,Males,before age  5,0.0,. .,Death
2128,Melanoma of the skin,2008,Males,before age 10,0.0,. .,Death
2129,Melanoma of the skin,2008,Males,before age 15,0.0,. .,Death
2130,Melanoma of the skin,2008,Males,before age 20,0.0007,n.p.,Death
2131,Melanoma of the skin,2008,Males,before age 25,0.0032,n.p.,Death
2132,Melanoma of the skin,2008,Males,before age 30,0.0064,n.p.,Death
2133,Melanoma of the skin,2008,Males,before age 35,0.0152,"6,584",Death
2134,Melanoma of the skin,2008,Males,before age 40,0.0269,"3,713",Death
2135,Melanoma of the skin,2008,Males,before age 45,0.0419,"2,387",Death
2136,Melanoma of the skin,2008,Males,before age 50,0.0614,"1,629",Death
2137,Melanoma of the skin,2008,Males,before age 55,0.0907,"1,103",Death
2138,Melanoma of the skin,2008,Males,before age 60,0.1572,636,Death
2139,Melanoma of the skin,2008,Males,before age 65,0.2274,440,Death
2140,Melanoma of the skin,2008,Males,before age 70,0.3446,290,Death
2141,Melanoma of the skin,2008,Males,before age 75,0.4793,209,Death
2142,Melanoma of the skin,2008,Males,before age 80,0.6699,149,Death
2143,Melanoma of the skin,2008,Males,before age 85,0.8694,115,Death
2144,Melanoma of the skin,2008,Males,before age 90,1.0059,99,Death
2146,Melanoma of the skin,2008,Females,before age  5,0.0,. .,Death
2147,Melanoma of the skin,2008,Females,before age 10,0.0,. .,Death
2148,Melanoma of the skin,2008,Females,before age 15,0.0,. .,Death
2149,Melanoma of the skin,2008,Females,before age 20,0.0,. .,Death
2150,Melanoma of the skin,2008,Females,before age 25,0.002,n.p.,Death
2151,Melanoma of the skin,2008,Females,before age 30,0.0067,n.p.,Death
2152,Melanoma of the skin,2008,Females,before age 35,0.0101,n.p.,Death
2153,Melanoma of the skin,2008,Females,before age 40,0.0206,"4,866",Death
2154,Melanoma of the skin,2008,Females,before age 45,0.0336,"2,978",Death
2155,Melanoma of the skin,2008,Females,before age 50,0.05,"2,002",Death
2156,Melanoma of the skin,2008,Females,before age 55,0.0671,"1,489",Death
2157,Melanoma of the skin,2008,Females,before age 60,0.0874,"1,144",Death
2158,Melanoma of the skin,2008,Females,before age 65,0.121,827,Death
2159,Melanoma of the skin,2008,Females,before age 70,0.1689,592,Death
2160,Melanoma of the skin,2008,Females,before age 75,0.2168,461,Death
2161,Melanoma of the skin,2008,Females,before age 80,0.28,357,Death
2162,Melanoma of the skin,2008,Females,before age 85,0.3527,284,Death
2163,Melanoma of the skin,2008,Females,before age 90,0.442,226,Death
2165,Melanoma of the skin,2008,Persons,before age  5,0.0,. .,Death
2166,Melanoma of the skin,2008,Persons,before age 10,0.0,. .,Death
2167,Melanoma of the skin,2008,Persons,before age 15,0.0,. .,Death
2168,Melanoma of the skin,2008,Persons,before age 20,0.0003,n.p.,Death
2169,Melanoma of the skin,2008,Persons,before age 25,0.0026,n.p.,Death
2170,Melanoma of the skin,2008,Persons,before age 30,0.0066,"15,227",Death
2171,Melanoma of the skin,2008,Persons,before age 35,0.0126,"7,908",Death
2172,Melanoma of the skin,2008,Persons,before age 40,0.0238,"4,210",Death
2173,Melanoma of the skin,2008,Persons,before age 45,0.0377,"2,650",Death
2174,Melanoma of the skin,2008,Persons,before age 50,0.0557,"1,796",Death
2175,Melanoma of the skin,2008,Persons,before age 55,0.0789,"1,267",Death
2176,Melanoma of the skin,2008,Persons,before age 60,0.1226,815,Death
2177,Melanoma of the skin,2008,Persons,before age 65,0.175,571,Death
2178,Melanoma of the skin,2008,Persons,before age 70,0.2586,387,Death
2179,Melanoma of the skin,2008,Persons,before age 75,0.3507,285,Death
2180,Melanoma of the skin,2008,Persons,before age 80,0.4778,209,Death
2181,Melanoma of the skin,2008,Persons,before age 85,0.6114,164,Death
2182,Melanoma of the skin,2008,Persons,before age 90,0.721,139,Death
2184,Melanoma of the skin,2009,Males,before age  5,0.0,. .,Death
2185,Melanoma of the skin,2009,Males,before age 10,0.0007,n.p.,Death
2186,Melanoma of the skin,2009,Males,before age 15,0.0007,n.p.,Death
2187,Melanoma of the skin,2009,Males,before age 20,0.0007,n.p.,Death
2188,Melanoma of the skin,2009,Males,before age 25,0.0013,n.p.,Death
2189,Melanoma of the skin,2009,Males,before age 30,0.0032,n.p.,Death
2190,Melanoma of the skin,2009,Males,before age 35,0.0131,"7,611",Death
2191,Melanoma of the skin,2009,Males,before age 40,0.0229,"4,359",Death
2192,Melanoma of the skin,2009,Males,before age 45,0.0384,"2,603",Death
2193,Melanoma of the skin,2009,Males,before age 50,0.0596,"1,679",Death
2194,Melanoma of the skin,2009,Males,before age 55,0.0969,"1,032",Death
2195,Melanoma of the skin,2009,Males,before age 60,0.1467,681,Death
2196,Melanoma of the skin,2009,Males,before age 65,0.2207,453,Death
2197,Melanoma of the skin,2009,Males,before age 70,0.3309,302,Death
2198,Melanoma of the skin,2009,Males,before age 75,0.4858,206,Death
2199,Melanoma of the skin,2009,Males,before age 80,0.6475,154,Death
2200,Melanoma of the skin,2009,Males,before age 85,0.859,116,Death
2201,Melanoma of the skin,2009,Males,before age 90,0.9954,100,Death
2203,Melanoma of the skin,2009,Females,before age  5,0.0,. .,Death
2204,Melanoma of the skin,2009,Females,before age 10,0.0,. .,Death
2205,Melanoma of the skin,2009,Females,before age 15,0.0,. .,Death
2206,Melanoma of the skin,2009,Females,before age 20,0.0,. .,Death
2207,Melanoma of the skin,2009,Females,before age 25,0.0019,n.p.,Death
2208,Melanoma of the skin,2009,Females,before age 30,0.0058,n.p.,Death
2209,Melanoma of the skin,2009,Females,before age 35,0.0091,n.p.,Death
2210,Melanoma of the skin,2009,Females,before age 40,0.0183,"5,469",Death
2211,Melanoma of the skin,2009,Females,before age 45,0.0312,"3,206",Death
2212,Melanoma of the skin,2009,Females,before age 50,0.0455,"2,196",Death
2213,Melanoma of the skin,2009,Females,before age 55,0.067,"1,492",Death
2214,Melanoma of the skin,2009,Females,before age 60,0.0943,"1,061",Death
2215,Melanoma of the skin,2009,Females,before age 65,0.1266,790,Death
2216,Melanoma of the skin,2009,Females,before age 70,0.1818,550,Death
2217,Melanoma of the skin,2009,Females,before age 75,0.2345,426,Death
2218,Melanoma of the skin,2009,Females,before age 80,0.2929,341,Death
2219,Melanoma of the skin,2009,Females,before age 85,0.3607,277,Death
2220,Melanoma of the skin,2009,Females,before age 90,0.4413,227,Death
2222,Melanoma of the skin,2009,Persons,before age  5,0.0,. .,Death
2223,Melanoma of the skin,2009,Persons,before age 10,0.0004,n.p.,Death
2224,Melanoma of the skin,2009,Persons,before age 15,0.0004,n.p.,Death
2225,Melanoma of the skin,2009,Persons,before age 20,0.0004,n.p.,Death
2226,Melanoma of the skin,2009,Persons,before age 25,0.0016,n.p.,Death
2227,Melanoma of the skin,2009,Persons,before age 30,0.0044,n.p.,Death
2228,Melanoma of the skin,2009,Persons,before age 35,0.0111,"8,996",Death
2229,Melanoma of the skin,2009,Persons,before age 40,0.0206,"4,855",Death
2230,Melanoma of the skin,2009,Persons,before age 45,0.0348,"2,874",Death
2231,Melanoma of the skin,2009,Persons,before age 50,0.0525,"1,903",Death
2232,Melanoma of the skin,2009,Persons,before age 55,0.082,"1,220",Death
2233,Melanoma of the skin,2009,Persons,before age 60,0.1206,829,Death
2234,Melanoma of the skin,2009,Persons,before age 65,0.1743,574,Death
2235,Melanoma of the skin,2009,Persons,before age 70,0.2578,388,Death
2236,Melanoma of the skin,2009,Persons,before age 75,0.3627,276,Death
2237,Melanoma of the skin,2009,Persons,before age 80,0.473,211,Death
2238,Melanoma of the skin,2009,Persons,before age 85,0.6102,164,Death
2239,Melanoma of the skin,2009,Persons,before age 90,0.7151,140,Death
2241,Melanoma of the skin,2010,Males,before age  5,0.0007,n.p.,Death
2242,Melanoma of the skin,2010,Males,before age 10,0.0007,n.p.,Death
2243,Melanoma of the skin,2010,Males,before age 15,0.0007,n.p.,Death
2244,Melanoma of the skin,2010,Males,before age 20,0.0013,n.p.,Death
2245,Melanoma of the skin,2010,Males,before age 25,0.0013,n.p.,Death
2246,Melanoma of the skin,2010,Males,before age 30,0.0049,n.p.,Death
2247,Melanoma of the skin,2010,Males,before age 35,0.0115,n.p.,Death
2248,Melanoma of the skin,2010,Males,before age 40,0.0231,"4,321",Death
2249,Melanoma of the skin,2010,Males,before age 45,0.034,"2,945",Death
2250,Melanoma of the skin,2010,Males,before age 50,0.057,"1,754",Death
2251,Melanoma of the skin,2010,Males,before age 55,0.0878,"1,139",Death
2252,Melanoma of the skin,2010,Males,before age 60,0.1428,700,Death
2253,Melanoma of the skin,2010,Males,before age 65,0.2269,441,Death
2254,Melanoma of the skin,2010,Males,before age 70,0.3355,298,Death
2255,Melanoma of the skin,2010,Males,before age 75,0.4808,208,Death
2256,Melanoma of the skin,2010,Males,before age 80,0.6431,155,Death
2257,Melanoma of the skin,2010,Males,before age 85,0.8482,118,Death
2258,Melanoma of the skin,2010,Males,before age 90,1.0264,97,Death
2260,Melanoma of the skin,2010,Females,before age  5,0.0,. .,Death
2261,Melanoma of the skin,2010,Females,before age 10,0.0,. .,Death
2262,Melanoma of the skin,2010,Females,before age 15,0.0,. .,Death
2263,Melanoma of the skin,2010,Females,before age 20,0.0,. .,Death
2264,Melanoma of the skin,2010,Females,before age 25,0.0013,n.p.,Death
2265,Melanoma of the skin,2010,Females,before age 30,0.0044,n.p.,Death
2266,Melanoma of the skin,2010,Females,before age 35,0.0064,n.p.,Death
2267,Melanoma of the skin,2010,Females,before age 40,0.0125,"8,015",Death
2268,Melanoma of the skin,2010,Females,before age 45,0.0265,"3,780",Death
2269,Melanoma of the skin,2010,Females,before age 50,0.0352,"2,842",Death
2270,Melanoma of the skin,2010,Females,before age 55,0.0549,"1,821",Death
2271,Melanoma of the skin,2010,Females,before age 60,0.0854,"1,171",Death
2272,Melanoma of the skin,2010,Females,before age 65,0.1223,818,Death
2273,Melanoma of the skin,2010,Females,before age 70,0.1631,613,Death
2274,Melanoma of the skin,2010,Females,before age 75,0.2253,444,Death
2275,Melanoma of the skin,2010,Females,before age 80,0.2906,344,Death
2276,Melanoma of the skin,2010,Females,before age 85,0.3662,273,Death
2277,Melanoma of the skin,2010,Females,before age 90,0.429,233,Death
2279,Melanoma of the skin,2010,Persons,before age  5,0.0003,n.p.,Death
2280,Melanoma of the skin,2010,Persons,before age 10,0.0003,n.p.,Death
2281,Melanoma of the skin,2010,Persons,before age 15,0.0003,n.p.,Death
2282,Melanoma of the skin,2010,Persons,before age 20,0.0007,n.p.,Death
2283,Melanoma of the skin,2010,Persons,before age 25,0.0013,n.p.,Death
2284,Melanoma of the skin,2010,Persons,before age 30,0.0046,n.p.,Death
2285,Melanoma of the skin,2010,Persons,before age 35,0.0089,"11,210",Death
2286,Melanoma of the skin,2010,Persons,before age 40,0.0178,"5,612",Death
2287,Melanoma of the skin,2010,Persons,before age 45,0.0302,"3,310",Death
2288,Melanoma of the skin,2010,Persons,before age 50,0.0461,"2,169",Death
2289,Melanoma of the skin,2010,Persons,before age 55,0.0714,"1,401",Death
2290,Melanoma of the skin,2010,Persons,before age 60,0.1142,876,Death
2291,Melanoma of the skin,2010,Persons,before age 65,0.1753,571,Death
2292,Melanoma of the skin,2010,Persons,before age 70,0.2509,399,Death
2293,Melanoma of the skin,2010,Persons,before age 75,0.3558,281,Death
2294,Melanoma of the skin,2010,Persons,before age 80,0.4695,213,Death
2295,Melanoma of the skin,2010,Persons,before age 85,0.6077,165,Death
2296,Melanoma of the skin,2010,Persons,before age 90,0.7218,139,Death
2298,Melanoma of the skin,2011,Males,before age  5,0.0,. .,Death
2299,Melanoma of the skin,2011,Males,before age 10,0.0,. .,Death
2300,Melanoma of the skin,2011,Males,before age 15,0.0,. .,Death
2301,Melanoma of the skin,2011,Males,before age 20,0.0,. .,Death
2302,Melanoma of the skin,2011,Males,before age 25,0.0006,n.p.,Death
2303,Melanoma of the skin,2011,Males,before age 30,0.0065,n.p.,Death
2304,Melanoma of the skin,2011,Males,before age 35,0.0129,"7,778",Death
2305,Melanoma of the skin,2011,Males,before age 40,0.0204,"4,912",Death
2306,Melanoma of the skin,2011,Males,before age 45,0.0395,"2,532",Death
2307,Melanoma of the skin,2011,Males,before age 50,0.0609,"1,642",Death
2308,Melanoma of the skin,2011,Males,before age 55,0.0955,"1,047",Death
2309,Melanoma of the skin,2011,Males,before age 60,0.1516,660,Death
2310,Melanoma of the skin,2011,Males,before age 65,0.236,424,Death
2311,Melanoma of the skin,2011,Males,before age 70,0.3367,297,Death
2312,Melanoma of the skin,2011,Males,before age 75,0.4912,204,Death
2313,Melanoma of the skin,2011,Males,before age 80,0.6967,144,Death
2314,Melanoma of the skin,2011,Males,before age 85,0.9006,111,Death
2315,Melanoma of the skin,2011,Males,before age 90,1.0777,93,Death
2317,Melanoma of the skin,2011,Females,before age  5,0.0,. .,Death
2318,Melanoma of the skin,2011,Females,before age 10,0.0,. .,Death
2319,Melanoma of the skin,2011,Females,before age 15,0.0,. .,Death
2320,Melanoma of the skin,2011,Females,before age 20,0.0,. .,Death
2321,Melanoma of the skin,2011,Females,before age 25,0.0013,n.p.,Death
2322,Melanoma of the skin,2011,Females,before age 30,0.0037,n.p.,Death
2323,Melanoma of the skin,2011,Females,before age 35,0.0089,n.p.,Death
2324,Melanoma of the skin,2011,Females,before age 40,0.0201,"4,982",Death
2325,Melanoma of the skin,2011,Females,before age 45,0.0305,"3,277",Death
2326,Melanoma of the skin,2011,Females,before age 50,0.0425,"2,355",Death
2327,Melanoma of the skin,2011,Females,before age 55,0.0604,"1,655",Death
2328,Melanoma of the skin,2011,Females,before age 60,0.0839,"1,193",Death
2329,Melanoma of the skin,2011,Females,before age 65,0.1189,841,Death
2330,Melanoma of the skin,2011,Females,before age 70,0.1493,670,Death
2331,Melanoma of the skin,2011,Females,before age 75,0.1971,507,Death
2332,Melanoma of the skin,2011,Females,before age 80,0.2657,376,Death
2333,Melanoma of the skin,2011,Females,before age 85,0.3502,286,Death
2334,Melanoma of the skin,2011,Females,before age 90,0.4444,225,Death
2336,Melanoma of the skin,2011,Persons,before age  5,0.0,. .,Death
2337,Melanoma of the skin,2011,Persons,before age 10,0.0,. .,Death
2338,Melanoma of the skin,2011,Persons,before age 15,0.0,. .,Death
2339,Melanoma of the skin,2011,Persons,before age 20,0.0,. .,Death
2340,Melanoma of the skin,2011,Persons,before age 25,0.0009,n.p.,Death
2341,Melanoma of the skin,2011,Persons,before age 30,0.0051,n.p.,Death
2342,Melanoma of the skin,2011,Persons,before age 35,0.0109,"9,193",Death
2343,Melanoma of the skin,2011,Persons,before age 40,0.0202,"4,941",Death
2344,Melanoma of the skin,2011,Persons,before age 45,0.035,"2,856",Death
2345,Melanoma of the skin,2011,Persons,before age 50,0.0517,"1,935",Death
2346,Melanoma of the skin,2011,Persons,before age 55,0.078,"1,282",Death
2347,Melanoma of the skin,2011,Persons,before age 60,0.1178,849,Death
2348,Melanoma of the skin,2011,Persons,before age 65,0.1781,562,Death
2349,Melanoma of the skin,2011,Persons,before age 70,0.2445,409,Death
2350,Melanoma of the skin,2011,Persons,before age 75,0.3475,288,Death
2351,Melanoma of the skin,2011,Persons,before age 80,0.4846,206,Death
2352,Melanoma of the skin,2011,Persons,before age 85,0.6274,159,Death
2353,Melanoma of the skin,2011,Persons,before age 90,0.7585,132,Death
2355,Melanoma of the skin,2012,Males,before age  5,0.0,. .,Death
2356,Melanoma of the skin,2012,Males,before age 10,0.0,. .,Death
2357,Melanoma of the skin,2012,Males,before age 15,0.0,. .,Death
2358,Melanoma of the skin,2012,Males,before age 20,0.0007,n.p.,Death
2359,Melanoma of the skin,2012,Males,before age 25,0.0013,n.p.,Death
2360,Melanoma of the skin,2012,Males,before age 30,0.007,n.p.,Death
2361,Melanoma of the skin,2012,Males,before age 35,0.0113,n.p.,Death
2362,Melanoma of the skin,2012,Males,before age 40,0.0214,"4,672",Death
2363,Melanoma of the skin,2012,Males,before age 45,0.0304,"3,287",Death
2364,Melanoma of the skin,2012,Males,before age 50,0.052,"1,923",Death
2365,Melanoma of the skin,2012,Males,before age 55,0.0829,"1,206",Death
2366,Melanoma of the skin,2012,Males,before age 60,0.125,800,Death
2367,Melanoma of the skin,2012,Males,before age 65,0.2042,490,Death
2368,Melanoma of the skin,2012,Males,before age 70,0.3039,329,Death
2369,Melanoma of the skin,2012,Males,before age 75,0.4621,216,Death
2370,Melanoma of the skin,2012,Males,before age 80,0.6517,153,Death
2371,Melanoma of the skin,2012,Males,before age 85,0.8611,116,Death
2372,Melanoma of the skin,2012,Males,before age 90,1.0507,95,Death
2374,Melanoma of the skin,2012,Females,before age  5,0.0,. .,Death
2375,Melanoma of the skin,2012,Females,before age 10,0.0,. .,Death
2376,Melanoma of the skin,2012,Females,before age 15,0.0,. .,Death
2377,Melanoma of the skin,2012,Females,before age 20,0.0,. .,Death
2378,Melanoma of the skin,2012,Females,before age 25,0.0019,n.p.,Death
2379,Melanoma of the skin,2012,Females,before age 30,0.006,n.p.,Death
2380,Melanoma of the skin,2012,Females,before age 35,0.0104,n.p.,Death
2381,Melanoma of the skin,2012,Females,before age 40,0.0148,"6,750",Death
2382,Melanoma of the skin,2012,Females,before age 45,0.0267,"3,740",Death
2383,Melanoma of the skin,2012,Females,before age 50,0.0387,"2,581",Death
2384,Melanoma of the skin,2012,Females,before age 55,0.052,"1,923",Death
2385,Melanoma of the skin,2012,Females,before age 60,0.0798,"1,253",Death
2386,Melanoma of the skin,2012,Females,before age 65,0.1118,895,Death
2387,Melanoma of the skin,2012,Females,before age 70,0.1517,659,Death
2388,Melanoma of the skin,2012,Females,before age 75,0.2125,471,Death
2389,Melanoma of the skin,2012,Females,before age 80,0.2827,354,Death
2390,Melanoma of the skin,2012,Females,before age 85,0.3622,276,Death
2391,Melanoma of the skin,2012,Females,before age 90,0.4462,224,Death
2393,Melanoma of the skin,2012,Persons,before age  5,0.0,. .,Death
2394,Melanoma of the skin,2012,Persons,before age 10,0.0,. .,Death
2395,Melanoma of the skin,2012,Persons,before age 15,0.0,. .,Death
2396,Melanoma of the skin,2012,Persons,before age 20,0.0003,n.p.,Death
2397,Melanoma of the skin,2012,Persons,before age 25,0.0016,n.p.,Death
2398,Melanoma of the skin,2012,Persons,before age 30,0.0065,"15,358",Death
2399,Melanoma of the skin,2012,Persons,before age 35,0.0109,"9,211",Death
2400,Melanoma of the skin,2012,Persons,before age 40,0.0181,"5,519",Death
2401,Melanoma of the skin,2012,Persons,before age 45,0.0286,"3,497",Death
2402,Melanoma of the skin,2012,Persons,before age 50,0.0454,"2,204",Death
2403,Melanoma of the skin,2012,Persons,before age 55,0.0674,"1,483",Death
2404,Melanoma of the skin,2012,Persons,before age 60,0.1024,976,Death
2405,Melanoma of the skin,2012,Persons,before age 65,0.1584,631,Death
2406,Melanoma of the skin,2012,Persons,before age 70,0.2289,437,Death
2407,Melanoma of the skin,2012,Persons,before age 75,0.3398,294,Death
2408,Melanoma of the skin,2012,Persons,before age 80,0.4698,213,Death
2409,Melanoma of the skin,2012,Persons,before age 85,0.6124,163,Death
2410,Melanoma of the skin,2012,Persons,before age 90,0.7437,134,Death
2412,Melanoma of the skin,2013,Males,before age  5,0.0,. .,Death
2413,Melanoma of the skin,2013,Males,before age 10,0.0,. .,Death
2414,Melanoma of the skin,2013,Males,before age 15,0.0,. .,Death
2415,Melanoma of the skin,2013,Males,before age 20,0.0,. .,Death
2416,Melanoma of the skin,2013,Males,before age 25,0.0,. .,Death
2417,Melanoma of the skin,2013,Males,before age 30,0.0034,n.p.,Death
2418,Melanoma of the skin,2013,Males,before age 35,0.0075,n.p.,Death
2419,Melanoma of the skin,2013,Males,before age 40,0.0145,"6,903",Death
2420,Melanoma of the skin,2013,Males,before age 45,0.0317,"3,155",Death
2421,Melanoma of the skin,2013,Males,before age 50,0.054,"1,853",Death
2422,Melanoma of the skin,2013,Males,before age 55,0.0944,"1,060",Death
2423,Melanoma of the skin,2013,Males,before age 60,0.144,695,Death
2424,Melanoma of the skin,2013,Males,before age 65,0.2282,438,Death
2425,Melanoma of the skin,2013,Males,before age 70,0.3471,288,Death
2426,Melanoma of the skin,2013,Males,before age 75,0.4857,206,Death
2427,Melanoma of the skin,2013,Males,before age 80,0.6702,149,Death
2428,Melanoma of the skin,2013,Males,before age 85,0.9177,109,Death
