Year,Sex,Type,Cases,Population,State
2011,Persons,Mortality,1529,22522197,
2012,Males,Mortality,368,3650035,New South Wales
2012,Males,Mortality,210,2825349,Victoria
2012,Males,Mortality,231,2299776,Queensland
2012,Males,Mortality,112,1239615,Western Australia
2012,Males,Mortality,64,823688,South Australia
2012,Males,Mortality,28,254866,Tasmania
2012,Males,Mortality,12,188673,Australian Capital Territory
2012,Males,Mortality,5,125043,Northern Territory
2012,Males,Mortality,1039,11408788,
2012,Females,Mortality,177,3703154,New South Wales
2012,Females,Mortality,104,2884237,Victoria
2012,Females,Mortality,105,2311528,Queensland
2012,Females,Mortality,39,1217874,Western Australia
2012,Females,Mortality,37,839394,South Australia
2012,Females,Mortality,21,257127,Tasmania
2012,Females,Mortality,6,191139,Australian Capital Territory
2012,Females,Mortality,1,113685,Northern Territory
2012,Females,Mortality,490,11519235,
2012,Persons,Mortality,545,7353189,New South Wales
2012,Persons,Mortality,314,5709586,Victoria
2012,Persons,Mortality,336,4611304,Queensland
2012,Persons,Mortality,151,2457489,Western Australia
2012,Persons,Mortality,101,1663082,South Australia
2012,Persons,Mortality,49,511993,Tasmania
2012,Persons,Mortality,18,379812,Australian Capital Territory
2012,Persons,Mortality,6,238728,Northern Territory
2012,Persons,Mortality,1529,22928023,
2013,Males,Mortality,398,3698220,New South Wales
2013,Males,Mortality,249,2884387,Victoria
2013,Males,Mortality,313,2333762,Queensland
2013,Males,Mortality,109,1259941,Western Australia
2013,Males,Mortality,70,830900,South Australia
2013,Males,Mortality,21,254878,Tasmania
2013,Males,Mortality,12,191691,Australian Capital Territory
2013,Males,Mortality,5,126921,Northern Territory
2013,Males,Mortality,1177,11582448,
2013,Females,Mortality,155,3756718,New South Wales
2013,Females,Mortality,118,2948198,Victoria
2013,Females,Mortality,110,2351677,Queensland
2013,Females,Mortality,51,1242247,Western Australia
2013,Females,Mortality,36,847152,South Australia
2013,Females,Mortality,12,258137,Tasmania
2013,Females,Mortality,5,194627,Australian Capital Territory
2013,Females,Mortality,2,115450,Northern Territory
2013,Females,Mortality,489,11715329,
2013,Persons,Mortality,553,7454938,New South Wales
2013,Persons,Mortality,367,5832585,Victoria
2013,Persons,Mortality,423,4685439,Queensland
2013,Persons,Mortality,160,2502188,Western Australia
2013,Persons,Mortality,106,1678052,South Australia
2013,Persons,Mortality,33,513015,Tasmania
2013,Persons,Mortality,17,386318,Australian Capital Territory
2013,Persons,Mortality,7,242304,Northern Territory
2013,Persons,Mortality,1666,23297777,
2014,Males,Mortality,336,3750061,New South Wales
2014,Males,Mortality,190,2945763,Victoria
2014,Males,Mortality,250,2361282,Queensland
2014,Males,Mortality,103,1271552,Western Australia
2014,Males,Mortality,90,838094,South Australia
2014,Males,Mortality,23,255134,Tasmania
2014,Males,Mortality,11,194291,Australian Capital Territory
2014,Males,Mortality,6,127079,Northern Territory
2014,Males,Mortality,1004,11744498,
2014,Females,Mortality,165,3812110,New South Wales
2014,Females,Mortality,88,3011749,Victoria
2014,Females,Mortality,102,2385981,Queensland
2014,Females,Mortality,49,1257067,Western Australia
2014,Females,Mortality,33,855013,South Australia
2014,Females,Mortality,14,259067,Tasmania
2014,Females,Mortality,5,197690,Australian Capital Territory
2014,Females,Mortality,2,116165,Northern Territory
2014,Females,Mortality,461,11895833,
2014,Persons,Mortality,501,7562171,New South Wales
2014,Persons,Mortality,278,5957512,Victoria
2014,Persons,Mortality,352,4747263,Queensland
2014,Persons,Mortality,152,2528619,Western Australia
2014,Persons,Mortality,123,1693107,South Australia
2014,Persons,Mortality,37,514040,Tasmania
2014,Persons,Mortality,16,391981,Australian Capital Territory
2014,Persons,Mortality,8,243201,Northern Territory
2014,Persons,Mortality,1465,23640331,
2015,Males,Mortality,386,3803289,New South Wales
2015,Males,Mortality,215,3011376,Victoria
2015,Males,Mortality,221,2385347,Queensland
2015,Males,Mortality,102,1278792,Western Australia
2015,Males,Mortality,74,843702,South Australia
2015,Males,Mortality,18,255551,Tasmania
2015,Males,Mortality,12,197696,Australian Capital Territory
2015,Males,Mortality,6,127914,Northern Territory
2015,Males,Mortality,1039,11904308,
2015,Females,Mortality,176,3868112,New South Wales
2015,Females,Mortality,111,3081673,Victoria
2015,Females,Mortality,97,2419586,Queensland
2015,Females,Mortality,54,1268953,Western Australia
2015,Females,Mortality,24,862235,South Australia
2015,Females,Mortality,5,260242,Tasmania
2015,Females,Mortality,6,201178,Australian Capital Territory
2015,Females,Mortality,2,117123,Northern Territory
2015,Females,Mortality,475,12080273,
2015,Persons,Mortality,562,7671401,New South Wales
2015,Persons,Mortality,326,6093049,Victoria
2015,Persons,Mortality,318,4804933,Queensland
2015,Persons,Mortality,156,2547745,Western Australia
2015,Persons,Mortality,98,1705937,South Australia
2015,Persons,Mortality,23,515697,Tasmania
2015,Persons,Mortality,18,398874,Australian Capital Territory
2015,Persons,Mortality,8,244692,Northern Territory
2015,Persons,Mortality,1514,23984581,
2016,Males,Mortality,288,3865361,New South Wales
2016,Males,Mortality,178,3082379,Victoria
2016,Males,Mortality,213,2421215,Queensland
2016,Males,Mortality,91,1288303,Western Australia
2016,Males,Mortality,56,849914,South Australia
2016,Males,Mortality,23,258456,Tasmania
2016,Males,Mortality,11,202502,Australian Capital Territory
2016,Males,Mortality,6,128021,Northern Territory
2016,Males,Mortality,858,12098143,
2016,Females,Mortality,131,3930264,New South Wales
2016,Females,Mortality,85,3153402,Victoria
2016,Females,Mortality,88,2461724,Queensland
2016,Females,Mortality,36,1281303,Western Australia
2016,Females,Mortality,39,869666,South Australia
2016,Females,Mortality,7,263525,Tasmania
2016,Females,Mortality,7,206376,Australian Capital Territory
2016,Females,Mortality,2,118539,Northern Territory
2016,Females,Mortality,396,12286921,
2016,Persons,Mortality,419,7795625,New South Wales
2016,Persons,Mortality,263,6235781,Victoria
2016,Persons,Mortality,301,4882939,Queensland
2016,Persons,Mortality,127,2569606,Western Australia
2016,Persons,Mortality,95,1719580,South Australia
2016,Persons,Mortality,30,521981,Tasmania
2016,Persons,Mortality,18,408878,Australian Capital Territory
2016,Persons,Mortality,8,246443,Northern Territory
2016,Persons,Mortality,1254,24385064,
2017,Males,Mortality,319,3921301,New South Wales
2017,Males,Mortality,162,3144429,Victoria
2017,Males,Mortality,241,2458389,Queensland
2017,Males,Mortality,89,1302076,Western Australia
2017,Males,Mortality,59,857807,South Australia
2017,Males,Mortality,23,263305,Tasmania
2017,Males,Mortality,10,207866,Australian Capital Territory
2017,Males,Mortality,5,128104,Northern Territory
2017,Males,Mortality,908,12284961,
2017,Females,Mortality,186,3979645,New South Wales
2017,Females,Mortality,111,3213781,Victoria
2017,Females,Mortality,106,2502576,Queensland
2017,Females,Mortality,46,1297852,Western Australia
2017,Females,Mortality,25,877847,South Australia
2017,Females,Mortality,7,268256,Tasmania
2017,Females,Mortality,8,212360,Australian Capital Territory
2017,Females,Mortality,2,119647,Northern Territory
2017,Females,Mortality,495,12474057,
2017,Persons,Mortality,505,7900946,New South Wales
2017,Persons,Mortality,273,6358210,Victoria
2017,Persons,Mortality,347,4960965,Queensland
2017,Persons,Mortality,135,2599928,Western Australia
2017,Persons,Mortality,84,1735654,South Australia
2017,Persons,Mortality,30,531561,Tasmania
2017,Persons,Mortality,18,420226,Australian Capital Territory
2017,Persons,Mortality,7,247514,Northern Territory
2017,Persons,Mortality,1403,24759018,
2018,Males,Mortality,333,3976266,New South Wales
2018,Males,Mortality,195,3207192,Victoria
2018,Males,Mortality,235,2499842,Queensland
2018,Males,Mortality,80,1319834,Western Australia
2018,Males,Mortality,62,867603,South Australia
2018,Males,Mortality,33,268840,Tasmania
2018,Males,Mortality,12,212822,Australian Capital Territory
2018,Males,Mortality,5,127221,Northern Territory
2018,Males,Mortality,966,12481024,
2018,Females,Mortality,139,4027298,New South Wales
2018,Females,Mortality,97,3272503,Victoria
2018,Females,Mortality,88,2546592,Queensland
2018,Females,Mortality,52,1316570,Western Australia
2018,Females,Mortality,23,888112,South Australia
2018,Females,Mortality,12,274087,Tasmania
2018,Females,Mortality,8,217936,Australian Capital Territory
2018,Females,Mortality,2,119997,Northern Territory
2018,Females,Mortality,417,12665116,
2018,Persons,Mortality,472,8003564,New South Wales
2018,Persons,Mortality,292,6479695,Victoria
2018,Persons,Mortality,323,5046434,Queensland
2018,Persons,Mortality,132,2636404,Western Australia
2018,Persons,Mortality,85,1755715,South Australia
2018,Persons,Mortality,45,542927,Tasmania
2018,Persons,Mortality,20,430758,Australian Capital Territory
2018,Persons,Mortality,7,247095,Northern Territory
2018,Persons,Mortality,1383,25146140,
2019,Males,Mortality,307,4019498,New South Wales
2019,Males,Mortality,189,3262240,Victoria
2019,Males,Mortality,212,2540680,Queensland
2019,Males,Mortality,104,1345064,Western Australia
2019,Males,Mortality,79,878768,South Australia
2019,Males,Mortality,26,273893,Tasmania
2019,Males,Mortality,14,217500,Australian Capital Territory
2019,Males,Mortality,6,126289,Northern Territory
2019,Males,Mortality,942,12665662,
2019,Females,Mortality,157,4068863,New South Wales
2019,Females,Mortality,85,3327810,Victoria
2019,Females,Mortality,99,2589061,Queensland
2019,Females,Mortality,45,1343735,Western Australia
2019,Females,Mortality,33,900160,South Australia
2019,Females,Mortality,14,279447,Tasmania
2019,Females,Mortality,8,222767,Australian Capital Territory
2019,Females,Mortality,1,120727,Northern Territory
2019,Females,Mortality,441,12854806,
2019,Persons,Mortality,464,8088361,New South Wales
2019,Persons,Mortality,274,6590050,Victoria
2019,Persons,Mortality,311,5129741,Queensland
2019,Persons,Mortality,149,2688799,Western Australia
2019,Persons,Mortality,112,1778928,South Australia
2019,Persons,Mortality,40,553340,Tasmania
2019,Persons,Mortality,22,440267,Australian Capital Territory
2019,Persons,Mortality,7,246677,Northern Territory
2019,Persons,Mortality,1383,25520468,
2020,Males,Mortality,347,4031001,New South Wales
2020,Males,Mortality,183,3274653,Victoria
2020,Males,Mortality,222,2568499,Queensland
2020,Males,Mortality,85,1364994,Western Australia
2020,Males,Mortality,68,886475,South Australia
2020,Males,Mortality,28,278353,Tasmania
2020,Males,Mortality,15,220886,Australian Capital Territory
2020,Males,Mortality,5,126133,Northern Territory
2020,Males,Mortality,954,12728639,
2020,Females,Mortality,146,4081000,New South Wales
2020,Females,Mortality,98,3341983,Victoria
2020,Females,Mortality,105,2615830,Queensland
2020,Females,Mortality,38,1363193,Western Australia
2020,Females,Mortality,39,908039,South Australia
2020,Females,Mortality,9,283528,Tasmania
2020,Females,Mortality,8,226764,Australian Capital Territory
2020,Females,Mortality,2,121772,Northern Territory
2020,Females,Mortality,445,12920609,
2020,Persons,Mortality,493,8112001,New South Wales
2020,Persons,Mortality,281,6616636,Victoria
2020,Persons,Mortality,327,5184329,Queensland
2020,Persons,Mortality,123,2728187,Western Australia
2020,Persons,Mortality,107,1794514,South Australia
2020,Persons,Mortality,37,561881,Tasmania
2020,Persons,Mortality,23,447650,Australian Capital Territory
2020,Persons,Mortality,6,247819,Northern Territory
2020,Persons,Mortality,1399,25649248,
2007,Males,Mortality,35,3413653,New South Wales
2007,Males,Mortality,6,2574619,Victoria
2007,Males,Mortality,23,2076128,Queensland
2007,Males,Mortality,12,1075987,Western Australia
2007,Males,Mortality,4,779355,South Australia
2007,Males,Mortality,1,245319,Tasmania
2007,Males,Mortality,1,170383,Australian Capital Territory
2007,Males,Mortality,0,112777,Northern Territory
2007,Males,Mortality,82,10449776,
2007,Females,Mortality,22,3470199,New South Wales
2007,Females,Mortality,5,2624884,Victoria
2007,Females,Mortality,8,2083862,Queensland
2007,Females,Mortality,7,1059019,Western Australia
2007,Females,Mortality,5,799134,South Australia
2007,Females,Mortality,5,250539,Tasmania
2007,Females,Mortality,0,173793,Australian Capital Territory
2007,Females,Mortality,0,103841,Northern Territory
2007,Females,Mortality,52,10566345,
2007,Persons,Mortality,57,6883852,New South Wales
2007,Persons,Mortality,11,5199503,Victoria
2007,Persons,Mortality,31,4159990,Queensland
2007,Persons,Mortality,19,2135006,Western Australia
2007,Persons,Mortality,9,1578489,South Australia
2007,Persons,Mortality,6,495858,Tasmania
2007,Persons,Mortality,1,344176,Australian Capital Territory
2007,Persons,Mortality,0,216618,Northern Territory
2007,Persons,Mortality,134,21016121,
2008,Males,Mortality,28,3476199,New South Wales
2008,Males,Mortality,6,2633317,Victoria
2008,Males,Mortality,25,2135996,Queensland
2008,Males,Mortality,5,1113633,Western Australia
2008,Males,Mortality,4,789696,South Australia
2008,Males,Mortality,2,248714,Tasmania
2008,Males,Mortality,2,174242,Australian Capital Territory
2008,Males,Mortality,0,116223,Northern Territory
2008,Males,Mortality,75,10689738,
2008,Females,Mortality,24,3525583,New South Wales
2008,Females,Mortality,6,2679968,Victoria
2008,Females,Mortality,11,2139555,Queensland
2008,Females,Mortality,3,1095295,Western Australia
2008,Females,Mortality,4,808184,South Australia
2008,Females,Mortality,0,253060,Tasmania
2008,Females,Mortality,0,176859,Australian Capital Territory
2008,Females,Mortality,0,106303,Northern Territory
2008,Females,Mortality,48,10785887,
2008,Persons,Mortality,52,7001782,New South Wales
2008,Persons,Mortality,12,5313285,Victoria
2008,Persons,Mortality,36,4275551,Queensland
2008,Persons,Mortality,8,2208928,Western Australia
2008,Persons,Mortality,8,1597880,South Australia
2008,Persons,Mortality,2,501774,Tasmania
2008,Persons,Mortality,2,351101,Australian Capital Territory
2008,Persons,Mortality,0,222526,Northern Territory
2008,Persons,Mortality,123,21475625,
2009,Males,Mortality,35,3526643,New South Wales
2009,Males,Mortality,9,2686022,Victoria
2009,Males,Mortality,24,2181500,Queensland
2009,Males,Mortality,6,1140480,Western Australia
2009,Males,Mortality,7,800926,South Australia
2009,Males,Mortality,3,251434,Tasmania
2009,Males,Mortality,2,177822,Australian Capital Territory
2009,Males,Mortality,0,119297,Northern Territory
2009,Males,Mortality,84,10886022,
2009,Females,Mortality,22,3574861,New South Wales
2009,Females,Mortality,14,2733227,Victoria
2009,Females,Mortality,5,2185954,Queensland
2009,Females,Mortality,5,1123267,Western Australia
2009,Females,Mortality,5,817652,South Australia
2009,Females,Mortality,0,255027,Tasmania
2009,Females,Mortality,1,180037,Australian Capital Territory
2009,Females,Mortality,0,108486,Northern Territory
2009,Females,Mortality,52,10979601,
2009,Persons,Mortality,57,7101504,New South Wales
2009,Persons,Mortality,23,5419249,Victoria
2009,Persons,Mortality,29,4367454,Queensland
2009,Persons,Mortality,11,2263747,Western Australia
2009,Persons,Mortality,12,1618578,South Australia
2009,Persons,Mortality,3,506461,Tasmania
2009,Persons,Mortality,2,357859,Australian Capital Territory
2009,Persons,Mortality,0,227783,Northern Territory
2009,Persons,Mortality,136,21865623,
2010,Males,Mortality,34,3565558,New South Wales
2010,Males,Mortality,14,2720959,Victoria
2010,Males,Mortality,25,2214429,Queensland
2010,Males,Mortality,9,1167862,Western Australia
2010,Males,Mortality,4,808037,South Australia
2010,Males,Mortality,1,253833,Tasmania
2010,Males,Mortality,2,181314,Australian Capital Territory
2010,Males,Mortality,0,120979,Northern Territory
2010,Males,Mortality,88,11034979,
2010,Females,Mortality,18,3614333,New South Wales
2010,Females,Mortality,7,2774752,Victoria
2010,Females,Mortality,15,2222453,Queensland
2010,Females,Mortality,1,1151201,Western Australia
2010,Females,Mortality,2,824445,South Australia
2010,Females,Mortality,2,256386,Tasmania
2010,Females,Mortality,1,183519,Australian Capital Territory
2010,Females,Mortality,0,109534,Northern Territory
2010,Females,Mortality,48,11137490,
2010,Persons,Mortality,52,7179891,New South Wales
2010,Persons,Mortality,21,5495711,Victoria
2010,Persons,Mortality,40,4436882,Queensland
2010,Persons,Mortality,10,2319063,Western Australia
2010,Persons,Mortality,6,1632482,South Australia
2010,Persons,Mortality,3,510219,Tasmania
2010,Persons,Mortality,2,364833,Australian Capital Territory
2010,Persons,Mortality,0,230460,Northern Territory
2010,Persons,Mortality,136,22172469,
2011,Males,Mortality,37,3604198,New South Wales
2011,Males,Mortality,16,2766513,Victoria
2011,Males,Mortality,22,2253923,Queensland
2011,Males,Mortality,4,1202068,Western Australia
2011,Males,Mortality,5,815608,South Australia
2011,Males,Mortality,3,254896,Tasmania
2011,Males,Mortality,1,184982,Australian Capital Territory
2011,Males,Mortality,0,122136,Northern Territory
2011,Males,Mortality,89,11206252,
2011,Females,Mortality,22,3654524,New South Wales
2011,Females,Mortality,14,2825305,Victoria
2011,Females,Mortality,12,2264726,Queensland
2011,Females,Mortality,2,1183879,Western Australia
2011,Females,Mortality,2,831575,South Australia
2011,Females,Mortality,0,256984,Tasmania
2011,Females,Mortality,1,187088,Australian Capital Territory
2011,Females,Mortality,0,110816,Northern Territory
2011,Females,Mortality,52,11315945,
2011,Persons,Mortality,59,7258722,New South Wales
2011,Persons,Mortality,30,5591818,Victoria
2011,Persons,Mortality,34,4518649,Queensland
2011,Persons,Mortality,6,2385947,Western Australia
2011,Persons,Mortality,7,1647183,South Australia
2011,Persons,Mortality,3,511880,Tasmania
2011,Persons,Mortality,2,372070,Australian Capital Territory
2011,Persons,Mortality,1,232952,Northern Territory
2011,Persons,Mortality,141,22522197,
2012,Males,Mortality,41,3650035,New South Wales
2012,Males,Mortality,10,2825349,Victoria
2012,Males,Mortality,26,2299776,Queensland
2012,Males,Mortality,19,1239615,Western Australia
2012,Males,Mortality,5,823688,South Australia
2012,Males,Mortality,1,254866,Tasmania
2012,Males,Mortality,1,188673,Australian Capital Territory
2012,Males,Mortality,0,125043,Northern Territory
2012,Males,Mortality,103,11408788,
2012,Females,Mortality,28,3703154,New South Wales
2012,Females,Mortality,7,2884237,Victoria
2012,Females,Mortality,11,2311528,Queensland
2012,Females,Mortality,3,1217874,Western Australia
2012,Females,Mortality,1,839394,South Australia
2012,Females,Mortality,1,257127,Tasmania
2012,Females,Mortality,1,191139,Australian Capital Territory
2012,Females,Mortality,0,113685,Northern Territory
2012,Females,Mortality,51,11519235,
2012,Persons,Mortality,69,7353189,New South Wales
2012,Persons,Mortality,17,5709586,Victoria
2012,Persons,Mortality,37,4611304,Queensland
2012,Persons,Mortality,22,2457489,Western Australia
2012,Persons,Mortality,6,1663082,South Australia
2012,Persons,Mortality,2,511993,Tasmania
2012,Persons,Mortality,2,379812,Australian Capital Territory
2012,Persons,Mortality,1,238728,Northern Territory
2012,Persons,Mortality,154,22928023,
2013,Males,Mortality,44,3698220,New South Wales
2013,Males,Mortality,19,2884387,Victoria
2013,Males,Mortality,38,2333762,Queensland
2013,Males,Mortality,11,1259941,Western Australia
2013,Males,Mortality,6,830900,South Australia
2013,Males,Mortality,1,254878,Tasmania
2013,Males,Mortality,1,191691,Australian Capital Territory
2013,Males,Mortality,1,126921,Northern Territory
2013,Males,Mortality,121,11582448,
2013,Females,Mortality,25,3756718,New South Wales
2013,Females,Mortality,6,2948198,Victoria
2013,Females,Mortality,20,2351677,Queensland
2013,Females,Mortality,10,1242247,Western Australia
2013,Females,Mortality,3,847152,South Australia
2013,Females,Mortality,3,258137,Tasmania
2013,Females,Mortality,1,194627,Australian Capital Territory
2013,Females,Mortality,0,115450,Northern Territory
2013,Females,Mortality,69,11715329,
2013,Persons,Mortality,69,7454938,New South Wales
2013,Persons,Mortality,25,5832585,Victoria
2013,Persons,Mortality,58,4685439,Queensland
2013,Persons,Mortality,21,2502188,Western Australia
2013,Persons,Mortality,9,1678052,South Australia
2013,Persons,Mortality,4,513015,Tasmania
2013,Persons,Mortality,2,386318,Australian Capital Territory
2013,Persons,Mortality,1,242304,Northern Territory
2013,Persons,Mortality,190,23297777,
2014,Males,Mortality,42,3750061,New South Wales
2014,Males,Mortality,22,2945763,Victoria
2014,Males,Mortality,40,2361282,Queensland
2014,Males,Mortality,14,1271552,Western Australia
2014,Males,Mortality,7,838094,South Australia
2014,Males,Mortality,2,255134,Tasmania
2014,Males,Mortality,1,194291,Australian Capital Territory
2014,Males,Mortality,1,127079,Northern Territory
2014,Males,Mortality,129,11744498,
2014,Females,Mortality,26,3812110,New South Wales
2014,Females,Mortality,5,3011749,Victoria
2014,Females,Mortality,13,2385981,Queensland
2014,Females,Mortality,6,1257067,Western Australia
2014,Females,Mortality,1,855013,South Australia
2014,Females,Mortality,1,259067,Tasmania
2014,Females,Mortality,1,197690,Australian Capital Territory
2014,Females,Mortality,0,116165,Northern Territory
2014,Females,Mortality,53,11895833,
2014,Persons,Mortality,68,7562171,New South Wales
2014,Persons,Mortality,27,5957512,Victoria
2014,Persons,Mortality,53,4747263,Queensland
2014,Persons,Mortality,20,2528619,Western Australia
2014,Persons,Mortality,8,1693107,South Australia
2014,Persons,Mortality,3,514040,Tasmania
2014,Persons,Mortality,2,391981,Australian Capital Territory
2014,Persons,Mortality,1,243201,Northern Territory
2014,Persons,Mortality,182,23640331,
2015,Males,Mortality,38,3803289,New South Wales
2015,Males,Mortality,26,3011376,Victoria
2015,Males,Mortality,25,2385347,Queensland
2015,Males,Mortality,10,1278792,Western Australia
2015,Males,Mortality,6,843702,South Australia
2015,Males,Mortality,3,255551,Tasmania
2015,Males,Mortality,1,197696,Australian Capital Territory
2015,Males,Mortality,1,127914,Northern Territory
2015,Males,Mortality,109,11904308,
2015,Females,Mortality,22,3868112,New South Wales
2015,Females,Mortality,14,3081673,Victoria
2015,Females,Mortality,6,2419586,Queensland
2015,Females,Mortality,6,1268953,Western Australia
2015,Females,Mortality,2,862235,South Australia
2015,Females,Mortality,1,260242,Tasmania
2015,Females,Mortality,0,201178,Australian Capital Territory
2015,Females,Mortality,0,117123,Northern Territory
2015,Females,Mortality,52,12080273,
2015,Persons,Mortality,60,7671401,New South Wales
2015,Persons,Mortality,40,6093049,Victoria
2015,Persons,Mortality,31,4804933,Queensland
2015,Persons,Mortality,16,2547745,Western Australia
2015,Persons,Mortality,8,1705937,South Australia
2015,Persons,Mortality,4,515697,Tasmania
2015,Persons,Mortality,1,398874,Australian Capital Territory
2015,Persons,Mortality,1,244692,Northern Territory
2015,Persons,Mortality,161,23984581,
2016,Males,Mortality,42,3865361,New South Wales
2016,Males,Mortality,15,3082379,Victoria
2016,Males,Mortality,28,2421215,Queensland
2016,Males,Mortality,13,1288303,Western Australia
2016,Males,Mortality,8,849914,South Australia
2016,Males,Mortality,0,258456,Tasmania
2016,Males,Mortality,1,202502,Australian Capital Territory
2016,Males,Mortality,0,128021,Northern Territory
2016,Males,Mortality,107,12098143,
2016,Females,Mortality,22,3930264,New South Wales
2016,Females,Mortality,15,3153402,Victoria
2016,Females,Mortality,15,2461724,Queensland
2016,Females,Mortality,6,1281303,Western Australia
2016,Females,Mortality,2,869666,South Australia
2016,Females,Mortality,1,263525,Tasmania
2016,Females,Mortality,1,206376,Australian Capital Territory
2016,Females,Mortality,0,118539,Northern Territory
2016,Females,Mortality,62,12286921,
2016,Persons,Mortality,64,7795625,New South Wales
2016,Persons,Mortality,30,6235781,Victoria
2016,Persons,Mortality,43,4882939,Queensland
2016,Persons,Mortality,19,2569606,Western Australia
2016,Persons,Mortality,10,1719580,South Australia
2016,Persons,Mortality,1,521981,Tasmania
2016,Persons,Mortality,2,408878,Australian Capital Territory
2016,Persons,Mortality,1,246443,Northern Territory
2016,Persons,Mortality,169,24385064,
2017,Males,Mortality,46,3921301,New South Wales
2017,Males,Mortality,19,3144429,Victoria
2017,Males,Mortality,26,2458389,Queensland
2017,Males,Mortality,6,1302076,Western Australia
2017,Males,Mortality,7,857807,South Australia
2017,Males,Mortality,3,263305,Tasmania
2017,Males,Mortality,1,207866,Australian Capital Territory
2017,Males,Mortality,0,128104,Northern Territory
2017,Males,Mortality,109,12284961,
2017,Females,Mortality,27,3979645,New South Wales
2017,Females,Mortality,11,3213781,Victoria
2017,Females,Mortality,18,2502576,Queensland
2017,Females,Mortality,5,1297852,Western Australia
2017,Females,Mortality,5,877847,South Australia
2017,Females,Mortality,1,268256,Tasmania
2017,Females,Mortality,1,212360,Australian Capital Territory
2017,Females,Mortality,0,119647,Northern Territory
2017,Females,Mortality,68,12474057,
2017,Persons,Mortality,73,7900946,New South Wales
2017,Persons,Mortality,30,6358210,Victoria
2017,Persons,Mortality,44,4960965,Queensland
2017,Persons,Mortality,11,2599928,Western Australia
2017,Persons,Mortality,12,1735654,South Australia
2017,Persons,Mortality,4,531561,Tasmania
2017,Persons,Mortality,2,420226,Australian Capital Territory
2017,Persons,Mortality,1,247514,Northern Territory
2017,Persons,Mortality,177,24759018,
2018,Males,Mortality,43,3976266,New South Wales
2018,Males,Mortality,25,3207192,Victoria
2018,Males,Mortality,24,2499842,Queensland
2018,Males,Mortality,10,1319834,Western Australia
2018,Males,Mortality,5,867603,South Australia
2018,Males,Mortality,2,268840,Tasmania
2018,Males,Mortality,1,212822,Australian Capital Territory
2018,Males,Mortality,0,127221,Northern Territory
2018,Males,Mortality,112,12481024,
2018,Females,Mortality,22,4027298,New South Wales
2018,Females,Mortality,15,3272503,Victoria
2018,Females,Mortality,13,2546592,Queensland
2018,Females,Mortality,4,1316570,Western Australia
2018,Females,Mortality,5,888112,South Australia
2018,Females,Mortality,1,274087,Tasmania
2018,Females,Mortality,0,217936,Australian Capital Territory
2018,Females,Mortality,0,119997,Northern Territory
2018,Females,Mortality,60,12665116,
2018,Persons,Mortality,65,8003564,New South Wales
2018,Persons,Mortality,40,6479695,Victoria
2018,Persons,Mortality,37,5046434,Queensland
2018,Persons,Mortality,14,2636404,Western Australia
2018,Persons,Mortality,10,1755715,South Australia
2018,Persons,Mortality,3,542927,Tasmania
2018,Persons,Mortality,2,430758,Australian Capital Territory
2018,Persons,Mortality,1,247095,Northern Territory
2018,Persons,Mortality,172,25146140,
2019,Males,Mortality,54,4019498,New South Wales
2019,Males,Mortality,20,3262240,Victoria
2019,Males,Mortality,38,2540680,Queensland
2019,Males,Mortality,6,1345064,Western Australia
2019,Males,Mortality,3,878768,South Australia
2019,Males,Mortality,3,273893,Tasmania
2019,Males,Mortality,2,217500,Australian Capital Territory
2019,Males,Mortality,0,126289,Northern Territory
2019,Males,Mortality,127,12665662,
2019,Females,Mortality,23,4068863,New South Wales
2019,Females,Mortality,12,3327810,Victoria
2019,Females,Mortality,10,2589061,Queensland
2019,Females,Mortality,7,1343735,Western Australia
2019,Females,Mortality,3,900160,South Australia
2019,Females,Mortality,0,279447,Tasmania
2019,Females,Mortality,0,222767,Australian Capital Territory
2019,Females,Mortality,0,120727,Northern Territory
2019,Females,Mortality,56,12854806,
2019,Persons,Mortality,77,8088361,New South Wales
2019,Persons,Mortality,32,6590050,Victoria
2019,Persons,Mortality,48,5129741,Queensland
2019,Persons,Mortality,13,2688799,Western Australia
2019,Persons,Mortality,6,1778928,South Australia
2019,Persons,Mortality,3,553340,Tasmania
2019,Persons,Mortality,2,440267,Australian Capital Territory
2019,Persons,Mortality,1,246677,Northern Territory
2019,Persons,Mortality,183,25520468,
2020,Males,Mortality,41,4031001,New South Wales
2020,Males,Mortality,30,3274653,Victoria
2020,Males,Mortality,28,2568499,Queensland
2020,Males,Mortality,11,1364994,Western Australia
2020,Males,Mortality,11,886475,South Australia
2020,Males,Mortality,6,278353,Tasmania
2020,Males,Mortality,2,220886,Australian Capital Territory
2020,Males,Mortality,0,126133,Northern Territory
2020,Males,Mortality,128,12728639,
2020,Females,Mortality,34,4081000,New South Wales
2020,Females,Mortality,23,3341983,Victoria
2020,Females,Mortality,20,2615830,Queensland
2020,Females,Mortality,4,1363193,Western Australia
2020,Females,Mortality,2,908039,South Australia
2020,Females,Mortality,5,283528,Tasmania
2020,Females,Mortality,1,226764,Australian Capital Territory
2020,Females,Mortality,0,121772,Northern Territory
2020,Females,Mortality,89,12920609,
2020,Persons,Mortality,75,8112001,New South Wales
2020,Persons,Mortality,53,6616636,Victoria
2020,Persons,Mortality,48,5184329,Queensland
2020,Persons,Mortality,15,2728187,Western Australia
2020,Persons,Mortality,13,1794514,South Australia
