Year,Sex,Type,Cases,Population,State
2016,Females,Incident,2,206376,Australian Capital Territory
2016,Females,Incident,0,118539,Northern Territory
2016,Females,Incident,344,12286921,
2016,Persons,Incident,404,7795625,New South Wales
2016,Persons,Incident,141,6235781,Victoria
2016,Persons,Incident,233,4882939,Queensland
2016,Persons,Incident,126,2569606,Western Australia
2016,Persons,Incident,51,1719580,South Australia
2016,Persons,Incident,14,521981,Tasmania
2016,Persons,Incident,7,408878,Australian Capital Territory
2016,Persons,Incident,3,246443,Northern Territory
2016,Persons,Incident,982,24385064,
2017,Males,Incident,300,3921301,New South Wales
2017,Males,Incident,151,3144429,Victoria
2017,Males,Incident,171,2458389,Queensland
2017,Males,Incident,73,1302076,Western Australia
2017,Males,Incident,29,857807,South Australia
2017,Males,Incident,12,263305,Tasmania
2017,Males,Incident,6,207866,Australian Capital Territory
2017,Males,Incident,3,128104,Northern Territory
2017,Males,Incident,744,12284961,
2017,Females,Incident,133,3979645,New South Wales
2017,Females,Incident,76,3213781,Victoria
2017,Females,Incident,98,2502576,Queensland
2017,Females,Incident,49,1297852,Western Australia
2017,Females,Incident,20,877847,South Australia
2017,Females,Incident,9,268256,Tasmania
2017,Females,Incident,1,212360,Australian Capital Territory
2017,Females,Incident,0,119647,Northern Territory
2017,Females,Incident,387,12474057,
2017,Persons,Incident,433,7900946,New South Wales
2017,Persons,Incident,227,6358210,Victoria
2017,Persons,Incident,269,4960965,Queensland
2017,Persons,Incident,122,2599928,Western Australia
2017,Persons,Incident,49,1735654,South Australia
2017,Persons,Incident,21,531561,Tasmania
2017,Persons,Incident,7,420226,Australian Capital Territory
2017,Persons,Incident,3,247514,Northern Territory
2017,Persons,Incident,1131,24759018,
2018,Males,Incident,272,3976266,New South Wales
2018,Males,Incident,95,3207192,Victoria
2018,Males,Incident,148,2499842,Queensland
2018,Males,Incident,63,1319834,Western Australia
2018,Males,Incident,31,867603,South Australia
2018,Males,Incident,17,268840,Tasmania
2018,Males,Incident,5,212822,Australian Capital Territory
2018,Males,Incident,3,127221,Northern Territory
2018,Males,Incident,630,12481024,
2018,Females,Incident,175,4027298,New South Wales
2018,Females,Incident,50,3272503,Victoria
2018,Females,Incident,74,2546592,Queensland
2018,Females,Incident,40,1316570,Western Australia
2018,Females,Incident,16,888112,South Australia
2018,Females,Incident,7,274087,Tasmania
2018,Females,Incident,2,217936,Australian Capital Territory
2018,Females,Incident,1,119997,Northern Territory
2018,Females,Incident,367,12665116,
2018,Persons,Incident,447,8003564,New South Wales
2018,Persons,Incident,145,6479695,Victoria
2018,Persons,Incident,222,5046434,Queensland
2018,Persons,Incident,103,2636404,Western Australia
2018,Persons,Incident,47,1755715,South Australia
2018,Persons,Incident,24,542927,Tasmania
2018,Persons,Incident,7,430758,Australian Capital Territory
2018,Persons,Incident,3,247095,Northern Territory
2018,Persons,Incident,997,25146140,
2019,Males,Incident,336,4019498,New South Wales
2019,Males,Incident,157,3262240,Victoria
2019,Males,Incident,210,2540680,Queensland
2019,Males,Incident,86,1345064,Western Australia
2019,Males,Incident,32,878768,South Australia
2019,Males,Incident,16,273893,Tasmania
2019,Males,Incident,5,217500,Australian Capital Territory
2019,Males,Incident,2,126289,Northern Territory
2019,Males,Incident,845,12665662,
2019,Females,Incident,147,4068863,New South Wales
2019,Females,Incident,87,3327810,Victoria
2019,Females,Incident,109,2589061,Queensland
2019,Females,Incident,40,1343735,Western Australia
2019,Females,Incident,13,900160,South Australia
2019,Females,Incident,7,279447,Tasmania
2019,Females,Incident,2,222767,Australian Capital Territory
2019,Females,Incident,1,120727,Northern Territory
2019,Females,Incident,406,12854806,
2019,Persons,Incident,483,8088361,New South Wales
2019,Persons,Incident,244,6590050,Victoria
2019,Persons,Incident,319,5129741,Queensland
2019,Persons,Incident,126,2688799,Western Australia
2019,Persons,Incident,45,1778928,South Australia
2019,Persons,Incident,23,553340,Tasmania
2019,Persons,Incident,8,440267,Australian Capital Territory
2019,Persons,Incident,3,246677,Northern Territory
2019,Persons,Incident,1251,25520468,
2020,Males,Incident,397,4031001,New South Wales
2020,Males,Incident,167,3274653,Victoria
2020,Males,Incident,214,2568499,Queensland
2020,Males,Incident,86,1364994,Western Australia
2020,Males,Incident,50,886475,South Australia
2020,Males,Incident,9,278353,Tasmania
2020,Males,Incident,5,220886,Australian Capital Territory
2020,Males,Incident,2,126133,Northern Territory
2020,Males,Incident,929,12728639,
2020,Females,Incident,178,4081000,New South Wales
2020,Females,Incident,69,3341983,Victoria
2020,Females,Incident,104,2615830,Queensland
2020,Females,Incident,30,1363193,Western Australia
2020,Females,Incident,18,908039,South Australia
2020,Females,Incident,11,283528,Tasmania
2020,Females,Incident,2,226764,Australian Capital Territory
2020,Females,Incident,1,121772,Northern Territory
2020,Females,Incident,410,12920609,
2020,Persons,Incident,575,8112001,New South Wales
2020,Persons,Incident,236,6616636,Victoria
2020,Persons,Incident,318,5184329,Queensland
2020,Persons,Incident,116,2728187,Western Australia
2020,Persons,Incident,68,1794514,South Australia
2020,Persons,Incident,20,561881,Tasmania
2020,Persons,Incident,7,447650,Australian Capital Territory
2020,Persons,Incident,2,247819,Northern Territory
2020,Persons,Incident,1339,25649248,
2007,Males,Incident,2304,3413653,New South Wales
2007,Males,Incident,1241,2574619,Victoria
2007,Males,Incident,1700,2076128,Queensland
2007,Males,Incident,623,1075987,Western Australia
2007,Males,Incident,356,779355,South Australia
2007,Males,Incident,139,245319,Tasmania
2007,Males,Incident,77,170383,Australian Capital Territory
2007,Males,Incident,30,112777,Northern Territory
2007,Males,Incident,6450,10449776,
2007,Females,Incident,1539,3470199,New South Wales
2007,Females,Incident,1022,2624884,Victoria
2007,Females,Incident,1174,2083862,Queensland
2007,Females,Incident,437,1059019,Western Australia
2007,Females,Incident,286,799134,South Australia
2007,Females,Incident,115,250539,Tasmania
2007,Females,Incident,61,173793,Australian Capital Territory
2007,Females,Incident,20,103841,Northern Territory
2007,Females,Incident,4642,10566345,
2007,Persons,Incident,3843,6883852,New South Wales
2007,Persons,Incident,2263,5199503,Victoria
2007,Persons,Incident,2874,4159990,Queensland
2007,Persons,Incident,1060,2135006,Western Australia
2007,Persons,Incident,642,1578489,South Australia
2007,Persons,Incident,254,495858,Tasmania
2007,Persons,Incident,138,344176,Australian Capital Territory
2007,Persons,Incident,50,216618,Northern Territory
2007,Persons,Incident,11092,21016121,
2008,Males,Incident,2321,3476199,New South Wales
2008,Males,Incident,1287,2633317,Victoria
2008,Males,Incident,1895,2135996,Queensland
2008,Males,Incident,710,1113633,Western Australia
2008,Males,Incident,424,789696,South Australia
2008,Males,Incident,170,248714,Tasmania
2008,Males,Incident,80,174242,Australian Capital Territory
2008,Males,Incident,30,116223,Northern Territory
2008,Males,Incident,6931,10689738,
2008,Females,Incident,1616,3525583,New South Wales
2008,Females,Incident,1012,2679968,Victoria
2008,Females,Incident,1231,2139555,Queensland
2008,Females,Incident,454,1095295,Western Australia
2008,Females,Incident,331,808184,South Australia
2008,Females,Incident,122,253060,Tasmania
2008,Females,Incident,64,176859,Australian Capital Territory
2008,Females,Incident,20,106303,Northern Territory
2008,Females,Incident,4847,10785887,
2008,Persons,Incident,3937,7001782,New South Wales
2008,Persons,Incident,2299,5313285,Victoria
2008,Persons,Incident,3126,4275551,Queensland
2008,Persons,Incident,1164,2208928,Western Australia
2008,Persons,Incident,755,1597880,South Australia
2008,Persons,Incident,292,501774,Tasmania
2008,Persons,Incident,145,351101,Australian Capital Territory
2008,Persons,Incident,50,222526,Northern Territory
2008,Persons,Incident,11778,21475625,
2009,Males,Incident,2380,3526643,New South Wales
2009,Males,Incident,1379,2686022,Victoria
2009,Males,Incident,1922,2181500,Queensland
2009,Males,Incident,683,1140480,Western Australia
2009,Males,Incident,396,800926,South Australia
2009,Males,Incident,168,251434,Tasmania
2009,Males,Incident,80,177822,Australian Capital Territory
2009,Males,Incident,31,119297,Northern Territory
2009,Males,Incident,7044,10886022,
2009,Females,Incident,1645,3574861,New South Wales
2009,Females,Incident,1080,2733227,Victoria
2009,Females,Incident,1319,2185954,Queensland
2009,Females,Incident,430,1123267,Western Australia
2009,Females,Incident,299,817652,South Australia
2009,Females,Incident,120,255027,Tasmania
2009,Females,Incident,59,180037,Australian Capital Territory
2009,Females,Incident,20,108486,Northern Territory
2009,Females,Incident,4955,10979601,
2009,Persons,Incident,4025,7101504,New South Wales
2009,Persons,Incident,2459,5419249,Victoria
2009,Persons,Incident,3241,4367454,Queensland
2009,Persons,Incident,1113,2263747,Western Australia
2009,Persons,Incident,695,1618578,South Australia
2009,Persons,Incident,288,506461,Tasmania
2009,Persons,Incident,140,357859,Australian Capital Territory
2009,Persons,Incident,51,227783,Northern Territory
2009,Persons,Incident,11999,21865623,
2010,Males,Incident,2510,3565558,New South Wales
2010,Males,Incident,1353,2720959,Victoria
2010,Males,Incident,1960,2214429,Queensland
2010,Males,Incident,697,1167862,Western Australia
2010,Males,Incident,408,808037,South Australia
2010,Males,Incident,170,253833,Tasmania
2010,Males,Incident,78,181314,Australian Capital Territory
2010,Males,Incident,33,120979,Northern Territory
2010,Males,Incident,7230,11034979,
2010,Females,Incident,1683,3614333,New South Wales
2010,Females,Incident,1004,2774752,Victoria
2010,Females,Incident,1332,2222453,Queensland
2010,Females,Incident,417,1151201,Western Australia
2010,Females,Incident,318,824445,South Australia
2010,Females,Incident,144,256386,Tasmania
2010,Females,Incident,52,183519,Australian Capital Territory
2010,Females,Incident,21,109534,Northern Territory
2010,Females,Incident,4968,11137490,
2010,Persons,Incident,4193,7179891,New South Wales
2010,Persons,Incident,2357,5495711,Victoria
2010,Persons,Incident,3292,4436882,Queensland
2010,Persons,Incident,1114,2319063,Western Australia
2010,Persons,Incident,726,1632482,South Australia
2010,Persons,Incident,314,510219,Tasmania
2010,Persons,Incident,130,364833,Australian Capital Territory
2010,Persons,Incident,54,230460,Northern Territory
2010,Persons,Incident,12198,22172469,
2011,Males,Incident,2587,3604198,New South Wales
2011,Males,Incident,1210,2766513,Victoria
2011,Males,Incident,2046,2253923,Queensland
2011,Males,Incident,723,1202068,Western Australia
2011,Males,Incident,434,815608,South Australia
2011,Males,Incident,141,254896,Tasmania
2011,Males,Incident,80,184982,Australian Capital Territory
2011,Males,Incident,34,122136,Northern Territory
2011,Males,Incident,7252,11206252,
2011,Females,Incident,1722,3654524,New South Wales
2011,Females,Incident,923,2825305,Victoria
2011,Females,Incident,1439,2264726,Queensland
2011,Females,Incident,488,1183879,Western Australia
2011,Females,Incident,293,831575,South Australia
2011,Females,Incident,131,256984,Tasmania
2011,Females,Incident,50,187088,Australian Capital Territory
2011,Females,Incident,22,110816,Northern Territory
2011,Females,Incident,5075,11315945,
2011,Persons,Incident,4309,7258722,New South Wales
2011,Persons,Incident,2133,5591818,Victoria
2011,Persons,Incident,3485,4518649,Queensland
2011,Persons,Incident,1211,2385947,Western Australia
2011,Persons,Incident,727,1647183,South Australia
2011,Persons,Incident,272,511880,Tasmania
2011,Persons,Incident,130,372070,Australian Capital Territory
2011,Persons,Incident,57,232952,Northern Territory
2011,Persons,Incident,12327,22522197,
2012,Males,Incident,2690,3650035,New South Wales
2012,Males,Incident,1328,2825349,Victoria
2012,Males,Incident,2145,2299776,Queensland
2012,Males,Incident,765,1239615,Western Australia
2012,Males,Incident,417,823688,South Australia
2012,Males,Incident,157,254866,Tasmania
2012,Males,Incident,84,188673,Australian Capital Territory
2012,Males,Incident,38,125043,Northern Territory
2012,Males,Incident,7630,11408788,
2012,Females,Incident,1815,3703154,New South Wales
2012,Females,Incident,1016,2884237,Victoria
2012,Females,Incident,1501,2311528,Queensland
2012,Females,Incident,498,1217874,Western Australia
2012,Females,Incident,315,839394,South Australia
2012,Females,Incident,117,257127,Tasmania
2012,Females,Incident,56,191139,Australian Capital Territory
2012,Females,Incident,24,113685,Northern Territory
2012,Females,Incident,5367,11519235,
2012,Persons,Incident,4505,7353189,New South Wales
2012,Persons,Incident,2344,5709586,Victoria
2012,Persons,Incident,3646,4611304,Queensland
2012,Persons,Incident,1263,2457489,Western Australia
2012,Persons,Incident,732,1663082,South Australia
2012,Persons,Incident,274,511993,Tasmania
2012,Persons,Incident,139,379812,Australian Capital Territory
2012,Persons,Incident,62,238728,Northern Territory
2012,Persons,Incident,12997,22928023,
2013,Males,Incident,2780,3698220,New South Wales
2013,Males,Incident,1387,2884387,Victoria
2013,Males,Incident,2311,2333762,Queensland
2013,Males,Incident,867,1259941,Western Australia
2013,Males,Incident,460,830900,South Australia
2013,Males,Incident,151,254878,Tasmania
2013,Males,Incident,86,191691,Australian Capital Territory
2013,Males,Incident,40,126921,Northern Territory
2013,Males,Incident,8098,11582448,
2013,Females,Incident,1883,3756718,New South Wales
2013,Females,Incident,1031,2948198,Victoria
2013,Females,Incident,1602,2351677,Queensland
2013,Females,Incident,576,1242247,Western Australia
2013,Females,Incident,293,847152,South Australia
2013,Females,Incident,141,258137,Tasmania
2013,Females,Incident,56,194627,Australian Capital Territory
2013,Females,Incident,24,115450,Northern Territory
2013,Females,Incident,5614,11715329,
2013,Persons,Incident,4663,7454938,New South Wales
2013,Persons,Incident,2418,5832585,Victoria
2013,Persons,Incident,3913,4685439,Queensland
2013,Persons,Incident,1443,2502188,Western Australia
2013,Persons,Incident,753,1678052,South Australia
2013,Persons,Incident,292,513015,Tasmania
2013,Persons,Incident,142,386318,Australian Capital Territory
2013,Persons,Incident,65,242304,Northern Territory
2013,Persons,Incident,13712,23297777,
2014,Males,Incident,2782,3750061,New South Wales
2014,Males,Incident,1485,2945763,Victoria
2014,Males,Incident,2330,2361282,Queensland
2014,Males,Incident,847,1271552,Western Australia
2014,Males,Incident,505,838094,South Australia
2014,Males,Incident,174,255134,Tasmania
2014,Males,Incident,86,194291,Australian Capital Territory
2014,Males,Incident,45,127079,Northern Territory
2014,Males,Incident,8266,11744498,
2014,Females,Incident,1915,3812110,New South Wales
2014,Females,Incident,1102,3011749,Victoria
2014,Females,Incident,1581,2385981,Queensland
2014,Females,Incident,573,1257067,Western Australia
2014,Females,Incident,326,855013,South Australia
2014,Females,Incident,174,259067,Tasmania
2014,Females,Incident,64,197690,Australian Capital Territory
2014,Females,Incident,25,116165,Northern Territory
2014,Females,Incident,5778,11895833,
2014,Persons,Incident,4697,7562171,New South Wales
2014,Persons,Incident,2587,5957512,Victoria
2014,Persons,Incident,3911,4747263,Queensland
2014,Persons,Incident,1420,2528619,Western Australia
2014,Persons,Incident,831,1693107,South Australia
2014,Persons,Incident,348,514040,Tasmania
2014,Persons,Incident,151,391981,Australian Capital Territory
2014,Persons,Incident,70,243201,Northern Territory
2014,Persons,Incident,14044,23640331,
2015,Males,Incident,2832,3803289,New South Wales
2015,Males,Incident,1612,3011376,Victoria
2015,Males,Incident,2330,2385347,Queensland
2015,Males,Incident,976,1278792,Western Australia
2015,Males,Incident,501,843702,South Australia
2015,Males,Incident,176,255551,Tasmania
2015,Males,Incident,89,197696,Australian Capital Territory
2015,Males,Incident,50,127914,Northern Territory
2015,Males,Incident,8602,11904308,
2015,Females,Incident,1916,3868112,New South Wales
2015,Females,Incident,1201,3081673,Victoria
2015,Females,Incident,1643,2419586,Queensland
2015,Females,Incident,713,1268953,Western Australia
2015,Females,Incident,310,862235,South Australia
2015,Females,Incident,150,260242,Tasmania
2015,Females,Incident,71,201178,Australian Capital Territory
2015,Females,Incident,27,117123,Northern Territory
2015,Females,Incident,6046,12080273,
2015,Persons,Incident,4748,7671401,New South Wales
2015,Persons,Incident,2813,6093049,Victoria
2015,Persons,Incident,3973,4804933,Queensland
2015,Persons,Incident,1689,2547745,Western Australia
2015,Persons,Incident,811,1705937,South Australia
2015,Persons,Incident,326,515697,Tasmania
2015,Persons,Incident,160,398874,Australian Capital Territory
2015,Persons,Incident,77,244692,Northern Territory
2015,Persons,Incident,14648,23984581,
2016,Males,Incident,3118,3865361,New South Wales
2016,Males,Incident,1661,3082379,Victoria
2016,Males,Incident,2488,2421215,Queensland
2016,Males,Incident,983,1288303,Western Australia
2016,Males,Incident,501,849914,South Australia
2016,Males,Incident,196,258456,Tasmania
2016,Males,Incident,98,202502,Australian Capital Territory
2016,Males,Incident,56,128021,Northern Territory
2016,Males,Incident,9129,12098143,
2016,Females,Incident,2071,3930264,New South Wales
2016,Females,Incident,1300,3153402,Victoria
2016,Females,Incident,1709,2461724,Queensland
2016,Females,Incident,679,1281303,Western Australia
2016,Females,Incident,354,869666,South Australia
2016,Females,Incident,151,263525,Tasmania
2016,Females,Incident,77,206376,Australian Capital Territory
2016,Females,Incident,28,118539,Northern Territory
2016,Females,Incident,6378,12286921,
2016,Persons,Incident,5189,7795625,New South Wales
2016,Persons,Incident,2961,6235781,Victoria
2016,Persons,Incident,4197,4882939,Queensland
2016,Persons,Incident,1662,2569606,Western Australia
2016,Persons,Incident,855,1719580,South Australia
2016,Persons,Incident,347,521981,Tasmania
2016,Persons,Incident,174,408878,Australian Capital Territory
2016,Persons,Incident,85,246443,Northern Territory
2016,Persons,Incident,15507,24385064,
2017,Males,Incident,3275,3921301,New South Wales
2017,Males,Incident,1824,3144429,Victoria
2017,Males,Incident,2648,2458389,Queensland
2017,Males,Incident,940,1302076,Western Australia
2017,Males,Incident,496,857807,South Australia
2017,Males,Incident,193,263305,Tasmania
2017,Males,Incident,113,207866,Australian Capital Territory
2017,Males,Incident,55,128104,Northern Territory
2017,Males,Incident,9577,12284961,
2017,Females,Incident,2090,3979645,New South Wales
2017,Females,Incident,1386,3213781,Victoria
2017,Females,Incident,1769,2502576,Queensland
2017,Females,Incident,635,1297852,Western Australia
2017,Females,Incident,352,877847,South Australia
2017,Females,Incident,167,268256,Tasmania
2017,Females,Incident,78,212360,Australian Capital Territory
2017,Females,Incident,29,119647,Northern Territory
2017,Females,Incident,6516,12474057,
2017,Persons,Incident,5365,7900946,New South Wales
2017,Persons,Incident,3210,6358210,Victoria
2017,Persons,Incident,4417,4960965,Queensland
2017,Persons,Incident,1575,2599928,Western Australia
2017,Persons,Incident,848,1735654,South Australia
2017,Persons,Incident,360,531561,Tasmania
2017,Persons,Incident,191,420226,Australian Capital Territory
2017,Persons,Incident,84,247514,Northern Territory
2017,Persons,Incident,16093,24759018,
2018,Males,Incident,3256,3976266,New South Wales
2018,Males,Incident,1861,3207192,Victoria
2018,Males,Incident,2489,2499842,Queensland
2018,Males,Incident,920,1319834,Western Australia
2018,Males,Incident,507,867603,South Australia
2018,Males,Incident,222,268840,Tasmania
2018,Males,Incident,119,212822,Australian Capital Territory
2018,Males,Incident,56,127221,Northern Territory
2018,Males,Incident,9437,12481024,
2018,Females,Incident,2196,4027298,New South Wales
2018,Females,Incident,1361,3272503,Victoria
2018,Females,Incident,1805,2546592,Queensland
2018,Females,Incident,667,1316570,Western Australia
2018,Females,Incident,325,888112,South Australia
2018,Females,Incident,203,274087,Tasmania
2018,Females,Incident,83,217936,Australian Capital Territory
2018,Females,Incident,31,119997,Northern Territory
2018,Females,Incident,6682,12665116,
2018,Persons,Incident,5452,8003564,New South Wales
2018,Persons,Incident,3223,6479695,Victoria
2018,Persons,Incident,4294,5046434,Queensland
2018,Persons,Incident,1587,2636404,Western Australia
2018,Persons,Incident,832,1755715,South Australia
2018,Persons,Incident,425,542927,Tasmania
2018,Persons,Incident,202,430758,Australian Capital Territory
2018,Persons,Incident,86,247095,Northern Territory
2018,Persons,Incident,16120,25146140,
2019,Males,Incident,3348,4019498,New South Wales
2019,Males,Incident,1789,3262240,Victoria
2019,Males,Incident,2811,2540680,Queensland
2019,Males,Incident,1031,1345064,Western Australia
2019,Males,Incident,577,878768,South Australia
2019,Males,Incident,240,273893,Tasmania
2019,Males,Incident,125,217500,Australian Capital Territory
2019,Males,Incident,57,126289,Northern Territory
2019,Males,Incident,9980,12665662,
2019,Females,Incident,2224,4068863,New South Wales
2019,Females,Incident,1289,3327810,Victoria
2019,Females,Incident,1954,2589061,Queensland
2019,Females,Incident,716,1343735,Western Australia
2019,Females,Incident,370,900160,South Australia
2019,Females,Incident,195,279447,Tasmania
2019,Females,Incident,88,222767,Australian Capital Territory
2019,Females,Incident,34,120727,Northern Territory
2019,Females,Incident,6897,12854806,
2019,Persons,Incident,5572,8088361,New South Wales
2019,Persons,Incident,3078,6590050,Victoria
2019,Persons,Incident,4765,5129741,Queensland
2019,Persons,Incident,1747,2688799,Western Australia
2019,Persons,Incident,947,1778928,South Australia
2019,Persons,Incident,435,553340,Tasmania
2019,Persons,Incident,213,440267,Australian Capital Territory
2019,Persons,Incident,91,246677,Northern Territory
2019,Persons,Incident,16877,25520468,
2020,Males,Incident,3291,4031001,New South Wales
2020,Males,Incident,1660,3274653,Victoria
2020,Males,Incident,2622,2568499,Queensland
2020,Males,Incident,903,1364994,Western Australia
2020,Males,Incident,594,886475,South Australia
2020,Males,Incident,230,278353,Tasmania
2020,Males,Incident,125,220886,Australian Capital Territory
2020,Males,Incident,57,126133,Northern Territory
2020,Males,Incident,9475,12728639,
2020,Females,Incident,2202,4081000,New South Wales
2020,Females,Incident,1162,3341983,Victoria
2020,Females,Incident,1865,2615830,Queensland
2020,Females,Incident,627,1363193,Western Australia
2020,Females,Incident,365,908039,South Australia
2020,Females,Incident,216,283528,Tasmania
2020,Females,Incident,87,226764,Australian Capital Territory
2020,Females,Incident,34,121772,Northern Territory
2020,Females,Incident,6545,12920609,
2020,Persons,Incident,5493,8112001,New South Wales
2020,Persons,Incident,2822,6616636,Victoria
2020,Persons,Incident,4487,5184329,Queensland
2020,Persons,Incident,1533,2728187,Western Australia
2020,Persons,Incident,959,1794514,South Australia
2020,Persons,Incident,448,561881,Tasmania
2020,Persons,Incident,212,447650,Australian Capital Territory
2020,Persons,Incident,90,247819,Northern Territory
2020,Persons,Incident,16025,25649248,
2007,Males,Mortality,339,3413653,New South Wales
2007,Males,Mortality,182,2574619,Victoria
2007,Males,Mortality,211,2076128,Queensland
2007,Males,Mortality,88,1075987,Western Australia
2007,Males,Mortality,55,779355,South Australia
2007,Males,Mortality,12,245319,Tasmania
2007,Males,Mortality,14,170383,Australian Capital Territory
2007,Males,Mortality,3,112777,Northern Territory
2007,Males,Mortality,909,10449776,
2007,Females,Mortality,138,3470199,New South Wales
2007,Females,Mortality,95,2624884,Victoria
2007,Females,Mortality,90,2083862,Queensland
2007,Females,Mortality,36,1059019,Western Australia
2007,Females,Mortality,34,799134,South Australia
2007,Females,Mortality,4,250539,Tasmania
2007,Females,Mortality,4,173793,Australian Capital Territory
2007,Females,Mortality,1,103841,Northern Territory
2007,Females,Mortality,400,10566345,
2007,Persons,Mortality,477,6883852,New South Wales
2007,Persons,Mortality,277,5199503,Victoria
2007,Persons,Mortality,301,4159990,Queensland
2007,Persons,Mortality,124,2135006,Western Australia
2007,Persons,Mortality,89,1578489,South Australia
2007,Persons,Mortality,16,495858,Tasmania
2007,Persons,Mortality,18,344176,Australian Capital Territory
2007,Persons,Mortality,4,216618,Northern Territory
2007,Persons,Mortality,1309,21016121,
2008,Males,Mortality,347,3476199,New South Wales
2008,Males,Mortality,187,2633317,Victoria
2008,Males,Mortality,213,2135996,Queensland
2008,Males,Mortality,93,1113633,Western Australia
2008,Males,Mortality,78,789696,South Australia
2008,Males,Mortality,27,248714,Tasmania
2008,Males,Mortality,14,174242,Australian Capital Territory
2008,Males,Mortality,3,116223,Northern Territory
2008,Males,Mortality,959,10689738,
2008,Females,Mortality,150,3525583,New South Wales
2008,Females,Mortality,89,2679968,Victoria
2008,Females,Mortality,95,2139555,Queensland
2008,Females,Mortality,30,1095295,Western Australia
2008,Females,Mortality,38,808184,South Australia
2008,Females,Mortality,13,253060,Tasmania
2008,Females,Mortality,5,176859,Australian Capital Territory
2008,Females,Mortality,1,106303,Northern Territory
2008,Females,Mortality,424,10785887,
2008,Persons,Mortality,497,7001782,New South Wales
2008,Persons,Mortality,276,5313285,Victoria
2008,Persons,Mortality,308,4275551,Queensland
2008,Persons,Mortality,123,2208928,Western Australia
2008,Persons,Mortality,116,1597880,South Australia
2008,Persons,Mortality,40,501774,Tasmania
2008,Persons,Mortality,18,351101,Australian Capital Territory
2008,Persons,Mortality,4,222526,Northern Territory
2008,Persons,Mortality,1383,21475625,
2009,Males,Mortality,353,3526643,New South Wales
2009,Males,Mortality,218,2686022,Victoria
2009,Males,Mortality,198,2181500,Queensland
2009,Males,Mortality,90,1140480,Western Australia
2009,Males,Mortality,64,800926,South Australia
2009,Males,Mortality,18,251434,Tasmania
2009,Males,Mortality,14,177822,Australian Capital Territory
2009,Males,Mortality,3,119297,Northern Territory
2009,Males,Mortality,956,10886022,
2009,Females,Mortality,170,3574861,New South Wales
2009,Females,Mortality,95,2733227,Victoria
2009,Females,Mortality,92,2185954,Queensland
2009,Females,Mortality,47,1123267,Western Australia
2009,Females,Mortality,26,817652,South Australia
2009,Females,Mortality,16,255027,Tasmania
2009,Females,Mortality,6,180037,Australian Capital Territory
2009,Females,Mortality,1,108486,Northern Territory
2009,Females,Mortality,454,10979601,
2009,Persons,Mortality,523,7101504,New South Wales
2009,Persons,Mortality,313,5419249,Victoria
2009,Persons,Mortality,290,4367454,Queensland
2009,Persons,Mortality,137,2263747,Western Australia
2009,Persons,Mortality,90,1618578,South Australia
2009,Persons,Mortality,34,506461,Tasmania
2009,Persons,Mortality,19,357859,Australian Capital Territory
2009,Persons,Mortality,4,227783,Northern Territory
2009,Persons,Mortality,1410,21865623,
2010,Males,Mortality,370,3565558,New South Wales
2010,Males,Mortality,202,2720959,Victoria
2010,Males,Mortality,232,2214429,Queensland
2010,Males,Mortality,88,1167862,Western Australia
2010,Males,Mortality,67,808037,South Australia
2010,Males,Mortality,20,253833,Tasmania
2010,Males,Mortality,14,181314,Australian Capital Territory
2010,Males,Mortality,4,120979,Northern Territory
2010,Males,Mortality,995,11034979,
2010,Females,Mortality,144,3614333,New South Wales
2010,Females,Mortality,92,2774752,Victoria
2010,Females,Mortality,118,2222453,Queensland
2010,Females,Mortality,37,1151201,Western Australia
2010,Females,Mortality,18,824445,South Australia
2010,Females,Mortality,10,256386,Tasmania
2010,Females,Mortality,5,183519,Australian Capital Territory
2010,Females,Mortality,1,109534,Northern Territory
2010,Females,Mortality,423,11137490,
2010,Persons,Mortality,514,7179891,New South Wales
2010,Persons,Mortality,294,5495711,Victoria
2010,Persons,Mortality,350,4436882,Queensland
2010,Persons,Mortality,125,2319063,Western Australia
2010,Persons,Mortality,85,1632482,South Australia
2010,Persons,Mortality,30,510219,Tasmania
2010,Persons,Mortality,19,364833,Australian Capital Territory
2010,Persons,Mortality,5,230460,Northern Territory
2010,Persons,Mortality,1418,22172469,
2011,Males,Mortality,366,3604198,New South Wales
2011,Males,Mortality,217,2766513,Victoria
2011,Males,Mortality,247,2253923,Queensland
2011,Males,Mortality,135,1202068,Western Australia
2011,Males,Mortality,73,815608,South Australia
2011,Males,Mortality,27,254896,Tasmania
2011,Males,Mortality,12,184982,Australian Capital Territory
2011,Males,Mortality,3,122136,Northern Territory
2011,Males,Mortality,1076,11206252,
2011,Females,Mortality,153,3654524,New South Wales
2011,Females,Mortality,107,2825305,Victoria
2011,Females,Mortality,96,2264726,Queensland
2011,Females,Mortality,46,1183879,Western Australia
2011,Females,Mortality,26,831575,South Australia
2011,Females,Mortality,16,256984,Tasmania
2011,Females,Mortality,5,187088,Australian Capital Territory
2011,Females,Mortality,2,110816,Northern Territory
2011,Females,Mortality,453,11315945,
2011,Persons,Mortality,519,7258722,New South Wales
2011,Persons,Mortality,324,5591818,Victoria
2011,Persons,Mortality,343,4518649,Queensland
2011,Persons,Mortality,181,2385947,Western Australia
2011,Persons,Mortality,99,1647183,South Australia
2011,Persons,Mortality,43,511880,Tasmania
2011,Persons,Mortality,17,372070,Australian Capital Territory
2011,Persons,Mortality,5,232952,Northern Territory
