Country,Year,Total_Renewable_Energy,Continent
Eastern Africa (EI),2000,32.3529258,Africa
Eastern Africa (EI),2001,36.5595856,Africa
Eastern Africa (EI),2002,39.50690659999999,Africa
Eastern Africa (EI),2003,40.2933996,Africa
Eastern Africa (EI),2004,41.16302181,Africa
Eastern Africa (EI),2005,42.472795761,Africa
Eastern Africa (EI),2006,44.923585576,Africa
Eastern Africa (EI),2007,48.664373757,Africa
Eastern Africa (EI),2008,48.192867836,Africa
Eastern Africa (EI),2009,50.839208605,Africa
Eastern Africa (EI),2010,57.13039296,Africa
Eastern Africa (EI),2011,58.88493079,Africa
Eastern Africa (EI),2012,61.48637843,Africa
Eastern Africa (EI),2013,65.70577366,Africa
Eastern Africa (EI),2014,71.28902753,Africa
Eastern Africa (EI),2015,72.58723784,Africa
Eastern Africa (EI),2016,69.3255254,Africa
Eastern Africa (EI),2017,72.3124572,Africa
Eastern Africa (EI),2018,77.06024252,Africa
Eastern Africa (EI),2019,78.92780110000001,Africa
Eastern Africa (EI),2020,83.4979491,Africa
Eastern Africa (EI),2021,87.9607573,Africa
Eastern Africa (EI),2022,91.349776,Africa
Eastern Africa (EI),2023,95.1871137,Africa
Ecuador,1990,4.9866877,South America
Ecuador,1991,5.075921,South America
Ecuador,1992,4.973581,South America
Ecuador,1993,5.8101373,South America
Ecuador,1994,6.5652776,South America
Ecuador,1995,5.160551,South America
Ecuador,1996,6.3434153,South America
Ecuador,1997,6.5341773,South America
Ecuador,1998,6.5060954,South America
Ecuador,1999,7.176726,South America
Ecuador,2000,7.6112313,South America
Ecuador,2001,7.0706525,South America
Ecuador,2002,7.524256,South America
Ecuador,2003,7.180417,South America
Ecuador,2004,7.41493987,South America
Ecuador,2005,6.9855080759,South America
Ecuador,2006,7.275063605,South America
Ecuador,2007,9.257388057,South America
Ecuador,2008,11.504366608,South America
Ecuador,2009,9.4451400956,South America
Ecuador,2010,8.87539773,South America
Ecuador,2011,11.41469115,South America
Ecuador,2012,12.536800278,South America
Ecuador,2013,11.394979512,South America
Ecuador,2014,11.953591366,South America
Ecuador,2015,13.638885291,South America
Ecuador,2016,16.446352067,South America
Ecuador,2017,20.65849,South America
Ecuador,2018,21.224305735,South America
Ecuador,2019,25.219250386,South America
Ecuador,2020,24.9187,South America
Ecuador,2021,26.08842,South America
Ecuador,2022,25.12393,South America
Ecuador,2023,25.95421,South America
Egypt,1990,9.953,Africa
Egypt,1991,9.916,Africa
Egypt,1992,9.8,Africa
Egypt,1993,10.0925,Africa
Egypt,1994,10.728,Africa
Egypt,1995,11.192,Africa
Egypt,1996,11.484,Africa
Egypt,1997,11.771,Africa
Egypt,1998,12.1045,Africa
Egypt,1999,13.4525,Africa
Egypt,2000,14.2587,Africa
Egypt,2001,14.5934,Africa
Egypt,2002,14.208,Africa
Egypt,2003,13.226,Africa
Egypt,2004,13.3365505,Africa
Egypt,2005,13.1551111,Africa
Egypt,2006,13.3905606,Africa
Egypt,2007,14.88113637,Africa
Egypt,2008,16.02731315,Africa
Egypt,2009,14.8118939,Africa
Egypt,2010,14.3888434,Africa
Egypt,2011,14.7293939,Africa
Egypt,2012,14.8679041,Africa
Egypt,2013,14.8385201,Africa
Egypt,2014,14.7546768,Africa
Egypt,2015,15.6200454,Africa
Egypt,2016,15.827803,Africa
Egypt,2017,15.5001212,Africa
Egypt,2018,16.463904,Africa
Egypt,2019,20.5481867,Africa
Egypt,2020,24.5883484,Africa
Egypt,2021,24.387488,Africa
Egypt,2022,24.1871867,Africa
Egypt,2023,24.8058607,Africa
Estonia,1990,0.0,Europe
Estonia,1991,0.0,Europe
Estonia,1992,0.0,Europe
Estonia,1993,0.0,Europe
Estonia,1994,0.0,Europe
Estonia,1995,0.006,Europe
Estonia,1996,0.005,Europe
Estonia,1997,0.008,Europe
Estonia,1998,0.012,Europe
Estonia,1999,0.017,Europe
Estonia,2000,0.06,Europe
Estonia,2001,0.0294,Europe
Estonia,2002,0.0339999999999999,Europe
Estonia,2003,0.0448999999999999,Europe
Estonia,2004,0.061,Europe
Estonia,2005,0.1084,Europe
Estonia,2006,0.1278,Europe
Estonia,2007,0.149,Europe
Estonia,2008,0.199,Europe
Estonia,2009,0.5411,Europe
Estonia,2010,1.0460999999999998,Europe
Estonia,2011,1.1812,Europe
Estonia,2012,1.4772999999999998,Europe
Estonia,2013,1.2529,Europe
Estonia,2014,1.4301,Europe
Estonia,2015,1.5908999999999998,Europe
Estonia,2016,1.5881999999999998,Europe
Estonia,2017,1.872,Europe
Estonia,2018,2.0138000000000003,Europe
Estonia,2019,2.1425,Europe
Estonia,2020,2.9704999999999995,Europe
Estonia,2021,2.8645,Europe
Estonia,2022,2.8830000000000005,Europe
Estonia,2023,2.87622162,Europe
Europe,1990,665.77856843,
Europe,1991,678.53064005,
Europe,1992,697.7592440999999,
Europe,1993,715.7686552,
Europe,1994,729.4064632,
Europe,1995,735.703283,
Europe,1996,693.353500713,
Europe,1997,724.347044243,
Europe,1998,756.8564435000001,
Europe,1999,775.7167750599999,
Europe,2000,814.366860246,
Europe,2001,833.80936751,
Europe,2002,780.23203502,
Europe,2003,754.43081974,
Europe,2004,830.51187186,
Europe,2005,857.3747493,
Europe,2006,867.3261239999999,
Europe,2007,914.829836,
Europe,2008,964.108698,
Europe,2009,997.622333,
Europe,2010,1076.2069230000002,
Europe,2011,1055.71085,
Europe,2012,1174.31384,
Europe,2013,1281.79719,
Europe,2014,1313.40051,
Europe,2015,1348.36359,
Europe,2016,1387.19974,
Europe,2017,1402.77593,
Europe,2018,1497.88294,
Europe,2019,1528.8496,
Europe,2020,1671.66665,
Europe,2021,1701.79115,
Europe,2022,1676.33531,
Europe,2023,1841.62449,
Europe (EI),1990,522.07559743,
Europe (EI),1991,533.156639,
Europe (EI),1992,551.7699741,
Europe (EI),1993,575.4855942,
Europe (EI),1994,584.1164032,
Europe (EI),1995,595.2182433,
Europe (EI),1996,579.7058017100001,
Europe (EI),1997,607.0280062429999,
Europe (EI),1998,640.8339454999999,
Europe (EI),1999,650.05961506,
Europe (EI),2000,681.33628925,
Europe (EI),2001,684.1091295,
Europe (EI),2002,651.81596502,
Europe (EI),2003,633.91692274,
Europe (EI),2004,700.6546768599999,
Europe (EI),2005,724.0165493,
Europe (EI),2006,738.0147637,
Europe (EI),2007,773.7005758,
Europe (EI),2008,833.1825879999999,
Europe (EI),2009,860.9573130000001,
Europe (EI),2010,964.767593,
Europe (EI),2011,950.053333,
Europe (EI),2012,1075.395544,
Europe (EI),2013,1169.14784,
Europe (EI),2014,1191.61322,
Europe (EI),2015,1262.81028,
Europe (EI),2016,1291.43465,
Europe (EI),2017,1302.97552,
Europe (EI),2018,1402.9971300000002,
Europe (EI),2019,1464.10691,
Europe (EI),2020,1582.75082,
Europe (EI),2021,1598.8526900000002,
Europe (EI),2022,1607.79565,
Europe (EI),2023,1769.32747,
European Union (27),1990,302.8041574,
European Union (27),1991,316.774856,
European Union (27),1992,330.71086410000004,
European Union (27),1993,341.0320267,
European Union (27),1994,351.80009820000004,
European Union (27),1995,353.7804045,
European Union (27),1996,353.20799301,
European Union (27),1997,369.620141846,
European Union (27),1998,387.1340185,
European Union (27),1999,388.68913706,
European Union (27),2000,412.28234925,
European Union (27),2001,439.3172915,
European Union (27),2002,394.910968,
European Union (27),2003,399.71719774,
European Union (27),2004,442.80344190000005,
European Union (27),2005,443.8826853000001,
European Union (27),2006,468.3765068,
European Union (27),2007,497.6548989,
European Union (27),2008,542.469302,
European Union (27),2009,571.8401905000001,
European Union (27),2010,653.9404079999999,
European Union (27),2011,643.995187,
European Union (27),2012,727.3098150000001,
European Union (27),2013,804.65755,
European Union (27),2014,833.57686,
European Union (27),2015,854.21185,
European Union (27),2016,869.433234,
European Union (27),2017,872.92752,
European Union (27),2018,939.06349,
European Union (27),2019,972.12237,
European Union (27),2020,1057.26695,
European Union (27),2021,1075.28063,
European Union (27),2022,1079.50343,
European Union (27),2023,1211.6682,
Finland,1990,16.015455,Europe
Finland,1991,18.19652,Europe
Finland,1992,20.059594,Europe
Finland,1993,19.438672,Europe
Finland,1994,18.259751,Europe
Finland,1995,19.544837,Europe
Finland,1996,17.760982,Europe
Finland,1997,20.151208,Europe
Finland,1998,24.408292,Europe
Finland,1999,21.193417,Europe
Finland,2000,23.378601,Europe
Finland,2001,21.548567,Europe
Finland,2002,19.830679,Europe
Finland,2003,19.065383,Europe
Finland,2004,25.631877000000003,Europe
Finland,2005,23.468789,Europe
Finland,2006,22.466651,Europe
Finland,2007,24.324302000000003,Europe
Finland,2008,27.781233,Europe
Finland,2009,21.700953,Europe
Finland,2010,24.195264,Europe
Finland,2011,24.176565,Europe
Finland,2012,28.559187,Europe
Finland,2013,25.629667,Europe
Finland,2014,26.270619,Europe
Finland,2015,30.526724,Europe
Finland,2016,30.411957,Europe
Finland,2017,31.476711,Europe
Finland,2018,32.140222,Europe
Finland,2019,31.884461,Europe
Finland,2020,35.92734,Europe
Finland,2021,38.174507,Europe
Finland,2022,38.66659,Europe
Finland,2023,41.8553408,Europe
France,1990,55.779271526,Europe
France,1991,59.704489604,Europe
France,1992,71.09197760400001,Europe
France,1993,66.87308517999999,Europe
France,1994,80.9575825,Europe
France,1995,75.4547542,Europe
France,1996,68.4770805,Europe
France,1997,66.4535352,Europe
France,1998,64.76958570000001,Europe
France,1999,75.40849193,Europe
France,2000,69.40222325,Europe
France,2001,77.7391605,Europe
France,2002,64.20610345,Europe
France,2003,63.0557673,Europe
France,2004,63.940447984,Europe
France,2005,56.32450076,Europe
France,2006,62.33790605,Europe
France,2007,65.908,Europe
France,2008,73.82600000000001,Europe
France,2009,69.658,Europe
France,2010,78.196,Europe
France,2011,64.75837899999999,Europe
France,2012,83.662755,Europe
France,2013,97.727769,Europe
France,2014,92.574703,Europe
France,2015,90.2847323,Europe
France,2016,97.1093783,Europe
France,2017,90.857312,Europe
France,2018,111.418657,Europe
France,2019,111.068975,Europe
France,2020,123.163002,Europe
France,2021,119.749409,Europe
France,2022,111.049946,Europe
France,2023,139.786989,Europe
Germany,1990,18.842,Europe
Germany,1991,17.462,Europe
Germany,1992,20.474,Europe
Germany,1993,21.226,Europe
Germany,1994,23.014,Europe
Germany,1995,25.11,Europe
Germany,1996,22.999,Europe
Germany,1997,24.226000000000003,Europe
Germany,1998,26.224,Europe
Germany,1999,29.173,Europe
Germany,2000,37.8,Europe
Germany,2001,39.0,Europe
Germany,2002,46.1,Europe
Germany,2003,46.669849,Europe
Germany,2004,57.957236,Europe
Germany,2005,63.427401,Europe
Germany,2006,72.55526499999999,Europe
Germany,2007,89.429967,Europe
Germany,2008,94.369205,Europe
Germany,2009,96.070196,Europe
Germany,2010,105.415076,Europe
Germany,2011,124.42829799999998,Europe
Germany,2012,143.407863,Europe
Germany,2013,151.94827999999998,Europe
Germany,2014,161.91814699999998,Europe
Germany,2015,188.136496,Europe
Germany,2016,189.129508,Europe
Germany,2017,215.684452,Europe
Germany,2018,222.93557,Europe
Germany,2019,241.16962,Europe
Germany,2020,251.08132,Europe
Germany,2021,233.948908,Europe
Germany,2022,254.646768,Europe
Germany,2023,272.449,Europe
Greece,1990,1.771,Europe
Greece,1991,3.101,Europe
Greece,1992,2.212,Europe
Greece,1993,2.33,Europe
Greece,1994,2.637,Europe
Greece,1995,3.564,Europe
Greece,1996,4.386,Europe
Greece,1997,3.918,Europe
Greece,1998,3.787,Europe
Greece,1999,4.755,Europe
Greece,2000,4.144,Europe
Greece,2001,2.932,Europe
Greece,2002,3.577,Europe
Greece,2003,5.892,Europe
Greece,2004,5.917781,Europe
Greece,2005,6.406421999999999,Europe
Greece,2006,7.679713,Europe
Greece,2007,4.594842,Europe
Greece,2008,5.75088,Europe
Greece,2009,8.16313,Europe
Greece,2010,10.536438,Europe
Greece,2011,8.143518,Europe
Greece,2012,10.140962,Europe
Greece,2013,14.350567,Europe
Greece,2014,12.178443,Europe
Greece,2015,14.850275,Europe
Greece,2016,14.89248,Europe
Greece,2017,13.801039,Europe
Greece,2018,16.148429,Europe
Greece,2019,16.096481999999998,Europe
Greece,2020,17.554199,Europe
Greece,2021,22.136603,Europe
Greece,2022,22.447767,Europe
Greece,2023,24.16230567,Europe
High-income countries,1990,1276.6892573399998,Global
High-income countries,1991,1300.1112387,Global
High-income countries,1992,1290.4130881,Global
High-income countries,1993,1358.0033928,Global
High-income countries,1994,1327.6163879,Global
High-income countries,1995,1409.2984887,Global
High-income countries,1996,1438.5381204,Global
High-income countries,1997,1482.8697782000002,Global
High-income countries,1998,1459.88166733,Global
High-income countries,1999,1477.4605223,Global
High-income countries,2000,1495.8404917,Global
High-income countries,2001,1417.8778478000002,Global
High-income countries,2002,1457.2262135,Global
High-income countries,2003,1449.7840964,Global
High-income countries,2004,1501.3131447,Global
High-income countries,2005,1553.7242163,Global
High-income countries,2006,1599.591912,Global
High-income countries,2007,1617.984002,Global
High-income countries,2008,1716.082327,Global
High-income countries,2009,1768.451824,Global
High-income countries,2010,1860.93189,Global
High-income countries,2011,1982.214464,Global
High-income countries,2012,2089.48017,Global
High-income countries,2013,2225.44511,Global
High-income countries,2014,2302.0235,Global
High-income countries,2015,2398.05672,Global
High-income countries,2016,2504.39915,Global
High-income countries,2017,2635.32433,Global
High-income countries,2018,2762.50421,Global
High-income countries,2019,2838.88728,Global
High-income countries,2020,3063.6412199999995,Global
High-income countries,2021,3154.05974,Global
High-income countries,2022,3312.57046,Global
High-income countries,2023,3477.04644,Global
Hong Kong,1990,0.0,Asia
Hong Kong,1991,0.0,Asia
Hong Kong,1992,0.0,Asia
Hong Kong,1993,0.0,Asia
Hong Kong,1994,0.0,Asia
Hong Kong,1995,0.0,Asia
Hong Kong,1996,0.0,Asia
Hong Kong,1997,0.0,Asia
Hong Kong,1998,0.0,Asia
Hong Kong,1999,0.0,Asia
Hong Kong,2000,0.0,Asia
Hong Kong,2001,0.0,Asia
Hong Kong,2002,0.0,Asia
Hong Kong,2003,0.0,Asia
Hong Kong,2004,0.0,Asia
Hong Kong,2005,0.0,Asia
Hong Kong,2006,0.000694,Asia
Hong Kong,2007,0.000865,Asia
Hong Kong,2008,0.000807,Asia
Hong Kong,2009,0.001099,Asia
Hong Kong,2010,0.041041,Asia
Hong Kong,2011,0.046868,Asia
Hong Kong,2012,0.045053,Asia
Hong Kong,2013,0.039836,Asia
Hong Kong,2014,0.0469,Asia
Hong Kong,2015,0.061811,Asia
Hong Kong,2016,0.069492,Asia
Hong Kong,2017,0.071694,Asia
Hong Kong,2018,0.074268,Asia
Hong Kong,2019,0.091605,Asia
Hong Kong,2020,0.143313,Asia
Hong Kong,2021,0.236468,Asia
Hong Kong,2022,0.346112692,Asia
Hong Kong,2023,0.363033282,Asia
Hungary,1990,0.195,Europe
Hungary,1991,0.218,Europe
Hungary,1992,0.204,Europe
Hungary,1993,0.205,Europe
Hungary,1994,0.206,Europe
Hungary,1995,0.219,Europe
Hungary,1996,0.257,Europe
Hungary,1997,0.269,Europe
Hungary,1998,0.215,Europe
Hungary,1999,0.246,Europe
Hungary,2000,0.243,Europe
Hungary,2001,0.257,Europe
Hungary,2002,0.237,Europe
Hungary,2003,0.336,Europe
Hungary,2004,0.936,Europe
Hungary,2005,1.87,Europe
Hungary,2006,1.493,Europe
Hungary,2007,1.883,Europe
Hungary,2008,2.357,Europe
Hungary,2009,2.895,Europe
Hungary,2010,3.0130000000000003,Europe
Hungary,2011,2.708,Europe
Hungary,2012,2.647181,Europe
Hungary,2013,2.7879050000000003,Europe
Hungary,2014,3.1505400000000003,Europe
Hungary,2015,3.229,Europe
Hungary,2016,3.2580000000000005,Europe
Hungary,2017,3.48,Europe
Hungary,2018,3.766,Europe
Hungary,2019,4.69,Europe
Hungary,2020,5.529,Europe
Hungary,2021,6.914999999999999,Europe
Hungary,2022,7.662000000000001,Europe
Hungary,2023,8.916244,Europe
Iceland,1990,4.43661,Europe
Iceland,1991,4.420725,Europe
Iceland,1992,4.534067,Europe
Iceland,1993,4.71527,Europe
Iceland,1994,4.76766,Europe
Iceland,1995,4.965364,Europe
Iceland,1996,5.10544828,Europe
Iceland,1997,5.574377419999999,Europe
Iceland,1998,6.26823405,Europe
Iceland,1999,7.177514,Europe
Iceland,2000,7.673151000000001,Europe
Iceland,2001,8.023458,Europe
Iceland,2002,8.401102,Europe
Iceland,2003,8.4870056,Europe
Iceland,2004,8.6142758,Europe
Iceland,2005,8.6743158,Europe
Iceland,2006,9.921595,Europe
Iceland,2007,11.9743877,Europe
Iceland,2008,16.46537,Europe
Iceland,2009,16.8324298,Europe
Iceland,2010,17.0574045,Europe
Iceland,2011,17.208309936,Europe
Iceland,2012,17.546035,Europe
Iceland,2013,18.113320248,Europe
Iceland,2014,18.119765245,Europe
Iceland,2015,18.794645204,Europe
Iceland,2016,18.546085778,Europe
Iceland,2017,19.236447984,Europe
Iceland,2018,19.826993,Europe
Iceland,2019,19.486173591,Europe
Iceland,2020,19.1242346,Europe
Iceland,2021,19.611687,Europe
Iceland,2022,20.117463553,Europe
Iceland,2023,20.234022814,Europe
India,1990,66.464953365,Asia
India,1991,74.12686532000001,Asia
India,1992,70.26860689,Asia
India,1993,71.07931954,Asia
India,1994,80.7836753,Asia
India,1995,76.98215113100001,Asia
India,1996,70.69812924600001,Asia
India,1997,72.186733306,Asia
India,1998,86.010318406,Asia
India,1999,85.38758940599999,Asia
India,2000,80.265513507,Asia
India,2001,76.18822511100001,Asia
India,2002,72.78292201299999,Asia
India,2003,74.629371317,Asia
India,2004,109.193975018,Asia
India,2005,107.464317818,Asia
India,2006,127.54883,Asia
India,2007,141.7579,Asia
India,2008,138.91222,Asia
India,2009,134.32603,Asia
India,2010,142.608495,Asia
India,2011,173.6209,Asia
India,2012,165.243975,Asia
India,2013,187.90142000000003,Asia
India,2014,202.03619,Asia
India,2015,203.207632,Asia
India,2016,208.207255,Asia
India,2017,234.905346,Asia
India,2018,263.61972000000003,Asia
India,2019,303.159756,Asia
India,2020,315.67,Asia
India,2021,332.233223,Asia
India,2022,378.705716,Asia
India,2023,381.964583,Asia
Indonesia,1990,7.61986,Asia
Indonesia,1991,8.46063,Asia
Indonesia,1992,10.73122,Asia
Indonesia,1993,9.98305,Asia
Indonesia,1994,9.58685,Asia
Indonesia,1995,10.50567,Asia
Indonesia,1996,11.16724,Asia
Indonesia,1997,8.594,Asia
Indonesia,1998,13.65,Asia
Indonesia,1999,14.32051,Asia
Indonesia,2000,14.8884,Asia
Indonesia,2001,17.6896,Asia
Indonesia,2002,16.176299999999998,Asia
Indonesia,2003,15.4009,Asia
Indonesia,2004,16.3396,Asia
Indonesia,2005,17.34,Asia
Indonesia,2006,16.297,Asia
Indonesia,2007,18.32502,Asia
Indonesia,2008,19.865215,Asia
Indonesia,2009,20.714165,Asia
Indonesia,2010,26.86467,Asia
Indonesia,2011,21.99725,Asia
Indonesia,2012,22.4874,Asia
Indonesia,2013,26.5059,Asia
Indonesia,2014,25.4298,Asia
Indonesia,2015,24.267685,Asia
Indonesia,2016,29.94668,Asia
Indonesia,2017,32.01377,Asia
Indonesia,2018,48.36491,Asia
Indonesia,2019,48.04478,Asia
Indonesia,2020,52.90147,Asia
Indonesia,2021,56.20112,Asia
Indonesia,2022,65.39273,Asia
Indonesia,2023,65.19437,Asia
Iran,1990,7.381,Asia
Iran,1991,5.607,Asia
Iran,1992,9.204,Asia
Iran,1993,10.533,Asia
Iran,1994,6.896,Asia
Iran,1995,8.323,Asia
Iran,1996,8.814,Asia
Iran,1997,5.941,Asia
Iran,1998,7.488,Asia
Iran,1999,5.178,Asia
Iran,2000,3.8175,Asia
Iran,2001,4.1557,Asia
Iran,2002,8.042300000000001,Asia
Iran,2003,9.6156,Asia
Iran,2004,11.9793,Asia
Iran,2005,14.5189,Asia
Iran,2006,18.6344,Asia
Iran,2007,18.1,Asia
Iran,2008,7.633999999999999,Asia
Iran,2009,6.9512,Asia
Iran,2010,10.4319,Asia
Iran,2011,10.9187,Asia
Iran,2012,12.8083,Asia
Iran,2013,14.863,Asia
Iran,2014,14.7513,Asia
Iran,2015,13.4108,Asia
Iran,2016,15.6048,Asia
Iran,2017,17.660245,Asia
Iran,2018,10.834256,Asia
Iran,2019,35.108159,Asia
Iran,2020,24.93721,Asia
Iran,2021,15.5638598,Asia
Iran,2022,15.969610014,Asia
Iran,2023,24.773319074,Asia
Iraq,1990,4.650264,Asia
Iraq,1991,2.145184,Asia
Iraq,1992,5.219066,Asia
Iraq,1993,6.161732,Asia
Iraq,1994,6.247761,Asia
Iraq,1995,7.119707,Asia
Iraq,1996,6.489375,Asia
Iraq,1997,6.608055,Asia
Iraq,1998,6.19756,Asia
Iraq,1999,3.55905,Asia
Iraq,2000,3.196577,Asia
Iraq,2001,3.701006,Asia
Iraq,2002,4.56004,Asia
Iraq,2003,4.7559,Asia
Iraq,2004,5.749923,Asia
Iraq,2005,4.893819,Asia
Iraq,2006,4.99076,Asia
Iraq,2007,4.56631,Asia
Iraq,2008,2.932036,Asia
Iraq,2009,2.83021,Asia
Iraq,2010,3.615072,Asia
Iraq,2011,3.399509,Asia
Iraq,2012,4.396909,Asia
Iraq,2013,4.655021,Asia
Iraq,2014,2.8925020000000004,Asia
Iraq,2015,2.603442,Asia
Iraq,2016,3.428539,Asia
Iraq,2017,2.233388,Asia
Iraq,2018,2.194247,Asia
Iraq,2019,5.339809,Asia
Iraq,2020,4.5392046200000005,Asia
Iraq,2021,3.722326,Asia
Iraq,2022,3.07290314,Asia
Iraq,2023,3.81005334,Asia
Ireland,1990,0.697,Europe
Ireland,1991,0.746,Europe
Ireland,1992,0.8220008999999999,Europe
Ireland,1993,0.7800027,Europe
Ireland,1994,0.93900342,Europe
Ireland,1995,0.72900288,Europe
Ireland,1996,0.76300738,Europe
Ireland,1997,0.8090235800000001,Europe
Ireland,1998,1.17004571,Europe
Ireland,1999,1.12405003,Europe
Ireland,2000,1.18506102,Europe
Ireland,2001,1.02707759,Europe
Ireland,2002,1.38108442,Europe
Ireland,2003,1.13809718,Europe
Ireland,2004,1.39413752,Europe
Ireland,2005,1.87365554,Europe
Ireland,2006,2.47506202,Europe
Ireland,2007,2.7953369400000003,Europe
Ireland,2008,3.5876915,Europe
Ireland,2009,4.109262036,Europe
Ireland,2010,3.729929107,Europe
Ireland,2011,5.424428881,Europe
Ireland,2012,5.253521479,Europe
Ireland,2013,5.623480043000001,Europe
Ireland,2014,6.386835915,Europe
Ireland,2015,7.858528901000001,Europe
Ireland,2016,7.512016,Europe
Ireland,2017,8.880767,Europe
Ireland,2018,10.200052,Europe
Ireland,2019,11.794114999999998,Europe
Ireland,2020,13.459019,Europe
Ireland,2021,11.602166,Europe
Ireland,2022,13.071269,Europe
Ireland,2023,13.87766691,Europe
Israel,1990,0.003,Asia
Israel,1991,0.006,Asia
Israel,1992,0.029,Asia
Israel,1993,0.026,Asia
Israel,1994,0.023,Asia
Israel,1995,0.025,Asia
Israel,1996,0.024,Asia
Israel,1997,0.025,Asia
Israel,1998,0.025,Asia
Israel,1999,0.033,Asia
Israel,2000,0.031,Asia
Israel,2001,0.02,Asia
Israel,2002,0.032,Asia
Israel,2003,0.043,Asia
Israel,2004,0.039,Asia
Israel,2005,0.039,Asia
Israel,2006,0.025,Asia
Israel,2007,0.024,Asia
Israel,2008,0.032,Asia
Israel,2009,0.099,Asia
Israel,2010,0.17,Asia
Israel,2011,0.301,Asia
Israel,2012,0.484,Asia
Israel,2013,0.5616,Asia
Israel,2014,0.9566,Asia
Israel,2015,1.3176,Asia
Israel,2016,1.8129,Asia
Israel,2017,1.823,Asia
Israel,2018,2.0163,Asia
Israel,2019,3.3049,Asia
Israel,2020,4.366600001000001,Asia
Israel,2021,5.520800003000001,Asia
Israel,2022,6.400099998,Asia
Israel,2023,8.079899567,Asia
Italy,1990,34.902919192,Europe
Italy,1991,45.538878788,Europe
Italy,1992,45.766919192,Europe
Italy,1993,45.222838384,Europe
Italy,1994,48.239717172,Europe
Italy,1995,41.457636364,Europe
Italy,1996,46.221666666,Europe
Italy,1997,46.206,Europe
Italy,1998,46.477,Europe
Italy,1999,51.315000000000005,Europe
Italy,2000,50.88,Europe
Italy,2001,54.347,Europe
Italy,2002,48.316,Europe
Italy,2003,46.866,Europe
Italy,2004,53.871,Europe
Italy,2005,48.439,Europe
Italy,2006,50.635,Europe
Italy,2007,47.715,Europe
Italy,2008,58.163,Europe
Italy,2009,69.2567,Europe
Italy,2010,76.96459999999999,Europe
Italy,2011,82.96180000000001,Europe
Italy,2012,92.2224,Europe
Italy,2013,112.0089,Europe
Italy,2014,120.6784,Europe
Italy,2015,108.9043,Europe
Italy,2016,108.0222,Europe
Italy,2017,103.89774,Europe
Italy,2018,114.453,Europe
Italy,2019,115.8849,Europe
Italy,2020,116.996823,Europe
Italy,2021,116.3391,Europe
Italy,2022,100.4661,Europe
Italy,2023,113.99148,Europe
Japan,1990,98.236126,Asia
Japan,1991,106.067857,Asia
Japan,1992,91.906617,Asia
Japan,1993,104.162831596,Asia
Japan,1994,77.964493596,Asia
Japan,1995,93.128605596,Asia
Japan,1996,92.477106192,Asia
Japan,1997,102.974890441,Asia
Japan,1998,105.401944957,Asia
Japan,1999,100.533198635,Asia
Japan,2000,101.03214373,Asia
Japan,2001,98.31747923,Asia
Japan,2002,98.64693,Asia
Japan,2003,112.13442,Asia
Japan,2004,112.4320772,Asia
Japan,2005,102.7875883,Asia
Japan,2006,114.46564,Asia
Japan,2007,101.7602076,Asia
Japan,2008,101.9963463,Asia
Japan,2009,97.2647848,Asia
Japan,2010,118.2369118,Asia
Japan,2011,113.490145,Asia
Japan,2012,111.329292,Asia
Japan,2013,120.55022,Asia
Japan,2014,133.898398,Asia
Japan,2015,154.01326749999998,Asia
Japan,2016,151.763182,Asia
Japan,2017,163.31058030000003,Asia
Japan,2018,175.3346035,Asia
Japan,2019,176.400923,Asia
Japan,2020,193.031151,Asia
Japan,2021,208.138221,Asia
Japan,2022,213.184518,Asia
Japan,2023,223.547205,Asia
Kazakhstan,1990,7.366,Asia
Kazakhstan,1991,7.2,Asia
Kazakhstan,1992,6.866,Asia
Kazakhstan,1993,7.629,Asia
Kazakhstan,1994,9.179,Asia
Kazakhstan,1995,8.331,Asia
Kazakhstan,1996,7.331,Asia
Kazakhstan,1997,6.499,Asia
Kazakhstan,1998,6.141,Asia
Kazakhstan,1999,6.132,Asia
Kazakhstan,2000,7.5310507,Asia
Kazakhstan,2001,8.081139,Asia
Kazakhstan,2002,8.889543,Asia
Kazakhstan,2003,8.62454,Asia
Kazakhstan,2004,8.056666,Asia
Kazakhstan,2005,7.85597,Asia
Kazakhstan,2006,7.7680697,Asia
Kazakhstan,2007,8.171407,Asia
Kazakhstan,2008,7.459829,Asia
Kazakhstan,2009,6.8791046,Asia
Kazakhstan,2010,8.022023,Asia
Kazakhstan,2011,7.8834697,Asia
Kazakhstan,2012,7.6399517,Asia
Kazakhstan,2013,7.7360991,Asia
Kazakhstan,2014,8.2773352,Asia
Kazakhstan,2015,9.4475603,Asia
Kazakhstan,2016,11.9860099,Asia
Kazakhstan,2017,11.6447384,Asia
Kazakhstan,2018,10.9053431,Asia
Kazakhstan,2019,11.0969804,Asia
Kazakhstan,2020,11.932304,Asia
Kazakhstan,2021,12.5867663,Asia
Kazakhstan,2022,13.2884417,Asia
Kazakhstan,2023,14.408420398,Asia
Kuwait,1990,0.0,Asia
Kuwait,1991,0.0,Asia
Kuwait,1992,0.0,Asia
Kuwait,1993,0.0,Asia
Kuwait,1994,0.0,Asia
Kuwait,1995,0.0,Asia
Kuwait,1996,0.0,Asia
Kuwait,1997,0.0,Asia
Kuwait,1998,0.0,Asia
Kuwait,1999,0.0,Asia
Kuwait,2000,0.0,Asia
Kuwait,2001,0.0,Asia
